,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,23.65635963401113,13.331675981856476,8.796102928336886,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8882498270518375, 0.08762933741412052], [0.0846616294043808, 0.8951818681197847]]"
Al James - Schoolboy Facination,mixture,21.102967988094306,11.521882026583185,11.055013769966015,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8797466452452687, 0.09320767459367824], [0.09390684198462931, 0.8907912522696846]]"
Angels In Amplifiers - I'm Alright,mixture,24.58874894777543,13.215459890824777,10.15091429806529,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9274118951394223, 0.053539591228204286], [0.057350973237424, 0.936623422730862]]"
Arise - Run Run Run,mixture,42.31093411322912,25.833356442821128,3.335621993577968,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9865368360216268, 0.006655802276100213], [0.0058723007110889755, 0.9877075089128824]]"
BKS - Bulldozer,mixture,28.267842804378553,14.636859399275174,8.543789234464636,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9467188012685096, 0.03665898693767945], [0.03599062219800625, 0.951968942904764]]"
BKS - Too Much,mixture,25.692028429459704,15.531208983747828,7.4805438664404615,"[[0.0, 0.0], [0.0, 0.0]]","[[0.902890284661949, 0.07075550678434303], [0.07054711928449, 0.9283362282401437]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,24.6880775726912,15.017963264305948,4.913004008663172,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9093729752620168, 0.07358402780351889], [0.07820416660062124, 0.8913820926592917]]"
Bobby Nobody - Stitch Up,mixture,27.17140601092445,17.30416269951432,5.394669877103704,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8942390220685041, 0.08452216368338622], [0.09174563479167158, 0.9024369871831445]]"
Buitraker - Revo X,mixture,27.112597281526632,15.706840382137088,7.823384585840925,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9288715662424372, 0.04985877874509749], [0.046866451208531945, 0.9312966164781042]]"
Carlos Gonzalez - A Place For Us,mixture,25.86551066407504,14.417782787866162,7.856552448841618,"[[0.0, 0.0], [0.0, 0.0]]","[[0.938875999185636, 0.04796385909156663], [0.04397520089116567, 0.9403166345203745]]"
Cristina Vane - So Easy,mixture,31.03082060186051,19.532261237431165,4.711572003771369,"[[0.0, 0.0], [0.0, 0.0]]","[[0.932232474028635, 0.056593240840354], [0.05714679841376261, 0.9352770689585443]]"
Detsky Sad - Walkie Talkie,mixture,21.103278164312908,12.63592951841531,12.143675781212096,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8796686630280451, 0.09668099250053386], [0.10290217596781182, 0.8804183330036435]]"
Enda Reilly - Cur An Long Ag Seol,mixture,32.98427770406823,19.612890822106483,5.471443739461548,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9546569604123617, 0.03674781214997168], [0.03455814679319328, 0.9532870306014505]]"
Forkupines - Semantics,mixture,20.277208179564482,14.232154660890654,10.861603990430815,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8600478980093752, 0.13043821227216726], [0.12425986401737137, 0.8620064766341852]]"
Georgia Wonder - Siren,mixture,25.55807516658946,13.655668828566611,9.936328282408738,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9280605821912487, 0.048398662990052244], [0.04480334283511919, 0.9399390639544107]]"
Girls Under Glass - We Feel Alright,mixture,23.29442170932756,14.205999678389809,10.084296462674736,"[[0.0, 0.0], [0.0, 0.0]]","[[0.902511985533442, 0.08825806618056542], [0.09147799486363081, 0.896943894405263]]"
Hollow Ground - Ill Fate,mixture,32.9894798367457,19.826985315680513,5.640484237122317,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9572969536810156, 0.030782781688987095], [0.03256463048152187, 0.9585089126158509]]"
James Elder & Mark M Thompson - The English Actor,mixture,32.23070182472191,18.48730693622129,4.459905209184805,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9622754893446986, 0.021090229846969885], [0.024984295617986478, 0.9642065879202556]]"
Juliet's Rescue - Heartbeats,mixture,26.14556342004395,14.462172032217566,9.436344962739911,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9217849243543809, 0.06117960013560525], [0.05568906245268989, 0.9267080525537494]]"
Little Chicago's Finest - My Own,mixture,4.456478602586106,4.727289206575552,14.168367624378387,"[[0.0, 0.0], [0.0, 0.0]]","[[0.4230087509271963, 0.3889376953864129], [0.2959255217881843, 0.5898365230147367]]"
Louis Cressy Band - Good Time,mixture,25.254772657475044,12.787810246976765,9.38476571711742,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9403156642509283, 0.03677332004406733], [0.04009640742164853, 0.9425421965011599]]"
