,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,24.244987093504506,11.684228703091726,10.448616447409046,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9106241110398546, 0.041253456774065556], [0.04133599816298013, 0.9137226388327218]]"
Al James - Schoolboy Facination,mixture,22.559675647426207,9.74026242689111,13.844962831905416,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9113032654736373, 0.017951316421587364], [0.009560822208430967, 0.9269749038991163]]"
Angels In Amplifiers - I'm Alright,mixture,25.97529816824195,12.14474040474763,11.674360569470846,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9493362009102027, 0.003925449336568454], [0.004932704910905149, 0.9465300317922809]]"
Arise - Run Run Run,mixture,38.74254762674708,22.9469609086118,4.60808642084942,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9879019737940269, 0.002328455517996199], [0.007672812501888936, 0.9822394303770388]]"
BKS - Bulldozer,mixture,28.75089775495187,14.562611297613087,8.3298749018378,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9545604084295775, 0.015215502613786767], [0.013589961255781071, 0.9564330648559061]]"
BKS - Too Much,mixture,26.526557403911113,13.70121156345675,9.17076853702195,"[[0.0, 0.0], [0.0, 0.0]]","[[0.924807059405269, 0.027719132816435], [0.011329434988892398, 0.9563478367426302]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,26.571335326530388,12.529710594531648,5.5861403162603995,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9533059810896612, 0.0033386990415398697], [0.008632900439871534, 0.9438292369837369]]"
Bobby Nobody - Stitch Up,mixture,28.47643780068953,14.055713902117686,7.691388571436907,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9409233839374262, 0.022568413663716418], [0.007020712361049521, 0.960344062107995]]"
Buitraker - Revo X,mixture,29.801654126703006,15.36805877197017,8.067169630990758,"[[0.0, 1.0], [-1.0, 0.0]]","[[0.9610142292852586, 0.01269161085721357], [0.014850530735465075, 0.9547767694831989]]"
Carlos Gonzalez - A Place For Us,mixture,28.023125454677512,13.994457769434154,8.053339868982297,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9611187503764952, 0.000702747043222944], [0.0004917124843143346, 0.9593190212865959]]"
Cristina Vane - So Easy,mixture,32.30138009815663,17.803243340435763,5.97364207924482,"[[0.0, 0.0], [0.0, 0.0]]","[[0.965739757874442, 0.00922927684010265], [0.0068161543273210345, 0.9694858738629077]]"
Detsky Sad - Walkie Talkie,mixture,23.262446292636586,10.323296480286007,15.488851504812994,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9151209062135702, 0.020370528465773228], [0.023471731748354093, 0.9182768141143578]]"
Enda Reilly - Cur An Long Ag Seol,mixture,31.341054139217693,18.068644693289517,6.460322520744305,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9555526470290372, 0.025352187094002582], [0.025131079390858145, 0.9530240256900381]]"
Forkupines - Semantics,mixture,25.865489244268094,11.302571052442962,14.857154651483484,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9390538952217957, 0.009084657821162372], [0.005743532846705587, 0.944224479847672]]"
Georgia Wonder - Siren,mixture,25.628330412832913,12.193816619289306,12.025118683120631,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9361777851074851, 0.011146509065777346], [-0.005280008293559197, 0.9602855453673221]]"
Girls Under Glass - We Feel Alright,mixture,27.11173675753016,12.772846526048475,11.601974841181873,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9456154782312685, 0.012270867754124394], [0.005353998790820554, 0.9553726542803211]]"
Hollow Ground - Ill Fate,mixture,31.4585272472531,15.653778889799678,8.92253051561527,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9739230332517905, -0.0008318477939125501], [0.002986999996102705, 0.9692810807039449]]"
James Elder & Mark M Thompson - The English Actor,mixture,32.67374592816232,17.560076589489004,5.409013928659407,"[[0.0, 0.0], [0.0, 0.0]]","[[0.974872622431571, 0.0009295104436261188], [0.00108142392803772, 0.9751001488135828]]"
