,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,22.413113700332772,12.517801337578597,9.7224824484701,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8754751403209964, 0.07722850345521262], [0.07727946645249006, 0.8776187419002222]]"
Al James - Schoolboy Facination,mixture,19.90329384027273,10.373791226822792,12.26130885499271,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8644146104626059, 0.06938338502155922], [0.06797051974009174, 0.8754391353842079]]"
Angels In Amplifiers - I'm Alright,mixture,23.27691692926944,12.044157919635639,11.6367106786705,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9223621184090771, 0.029347438256275234], [0.03278061483293055, 0.9177120745878494]]"
Arise - Run Run Run,mixture,37.140123253913394,22.842333324945397,4.721790218182337,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9833923610643873, 0.005286961301485714], [0.012381963042812888, 0.9770935768868672]]"
BKS - Bulldozer,mixture,25.561146111283538,14.212096934266864,8.563174392888154,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9316363428212098, 0.03295819806870642], [0.03187955443749139, 0.9326585866050534]]"
BKS - Too Much,mixture,24.447247842250313,14.196650113637677,8.659670837112666,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8885370308082409, 0.06587672316458504], [0.04993623849339909, 0.925724504341158]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,24.305074111524043,13.598538022779378,5.336087048384167,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9053129584442341, 0.05415842158329791], [0.04960567755601485, 0.8998369784763538]]"
Bobby Nobody - Stitch Up,mixture,25.540515486206246,15.502327284823078,6.608352651786907,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8723398346950696, 0.09084594528913578], [0.08711223179637523, 0.8955089169352771]]"
Buitraker - Revo X,mixture,26.12723280854493,14.758135195704321,8.333253246692188,"[[0.0, 1.0], [-1.0, 0.0]]","[[0.9258329715970952, 0.04028036480302293], [0.04541851525304539, 0.9223609035991522]]"
Carlos Gonzalez - A Place For Us,mixture,24.957298255032477,13.906900580159604,8.530667156025121,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9319541478739842, 0.033616130299300724], [0.03108604992057851, 0.9309580795000536]]"
