,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,21.611770447851885,11.34028837938553,10.851479899503872,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8592088575645824, 0.09557140076443182], [0.09681972391850235, 0.8667119547947664]]"
Al James - Schoolboy Facination,mixture,18.95416620947534,9.15805919211618,13.98245178917345,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8424619516689973, 0.09943371706747796], [0.09482898670322368, 0.8631130100368967]]"
Angels In Amplifiers - I'm Alright,mixture,22.36257518505147,11.123301555915157,12.737817033910861,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9054306980184866, 0.0568557674067489], [0.05782502092920634, 0.9118148250675835]]"
Arise - Run Run Run,mixture,37.30784116390515,22.17626277587295,5.125834505151113,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9793152902213653, 0.008648989037347784], [0.01536953916912601, 0.9745537899924857]]"
BKS - Bulldozer,mixture,25.123509171347482,12.763552706198453,10.164238998094227,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9190435816077777, 0.0541880978053042], [0.052209357079681676, 0.9239617497265527]]"
BKS - Too Much,mixture,23.349789161036494,13.231729820051669,9.596487670924539,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8680815470924116, 0.09049070516944], [0.06970775892415587, 0.9149499219826839]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,22.47751758159675,12.00196125145948,6.34294923477742,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8889899680174589, 0.0809025589982491], [0.08509056299554131, 0.8642454492247723]]"
Bobby Nobody - Stitch Up,mixture,25.05806512843904,14.84695445235278,7.2111156369999545,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8653221231164439, 0.09776049810395841], [0.10084669380641641, 0.8833623155223368]]"
Buitraker - Revo X,mixture,24.655279307905953,13.53656974331662,9.68774034312327,"[[0.0, 1.0], [-0.5, 0.0]]","[[0.9088448856965243, 0.057197327788608185], [0.05702287291510404, 0.9058646653270077]]"
Carlos Gonzalez - A Place For Us,mixture,23.116108994803866,11.9790666054792,10.490429324244754,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9136110696422806, 0.05308765048268673], [0.051181704101067343, 0.9119219568112802]]"
Cristina Vane - So Easy,mixture,28.09818670637705,16.917607861192515,6.398562441459513,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9079202991573356, 0.07306171818381035], [0.07166297898153057, 0.91111862250591]]"
Detsky Sad - Walkie Talkie,mixture,19.33306149636758,10.066848408213962,15.77624127538493,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8492989108105136, 0.107918018832175], [0.11112081491035129, 0.8480487402538871]]"
Enda Reilly - Cur An Long Ag Seol,mixture,28.50225990349049,17.00242693030235,7.4772302159177215,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9205535857884813, 0.062188438292197806], [0.057134643058365506, 0.9206618154919569]]"
Forkupines - Semantics,mixture,19.432413916569125,11.891693303330602,13.56641270402059,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8369834470180914, 0.1362461245744383], [0.13037048430636905, 0.8452400936554044]]"
Georgia Wonder - Siren,mixture,22.8664901019704,11.340899751303573,12.750564549658419,"[[0.0, 0.0], [0.0, 0.0]]","[[0.896371421178759, 0.05557131817391169], [0.04040672286507642, 0.9251053350376296]]"
Girls Under Glass - We Feel Alright,mixture,21.681418456340552,11.988139873130486,12.551315410481694,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8793004119112146, 0.0940434967110432], [0.09923470039365895, 0.8710088436010957]]"
Hollow Ground - Ill Fate,mixture,30.497342210648767,17.321082434709307,7.3733960956256865,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9455943320492227, 0.03519698893273698], [0.03561767720242372, 0.9461928453646921]]"
James Elder & Mark M Thompson - The English Actor,mixture,28.07900520776945,15.963710081847427,6.217881323040767,"[[0.0, 0.0], [0.0, 0.0]]","[[0.938915061461508, 0.029115878218673653], [0.03736215385484301, 0.9450580342380223]]"
Juliet's Rescue - Heartbeats,mixture,23.42324961204636,12.486654405406002,11.82308662378662,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8954357804519744, 0.07275179197689248], [0.06924110614885906, 0.9001211281128448]]"
Little Chicago's Finest - My Own,mixture,4.268388900434331,4.540558132997127,14.1222777126969,"[[0.0, 0.0], [0.0, 0.0]]","[[0.4172453949972139, 0.38964615739163166], [0.2975512657742078, 0.5773275053188772]]"
Louis Cressy Band - Good Time,mixture,22.95521073252558,11.00238909778582,11.452369759062048,"[[0.0, 0.0], [0.0, 0.0]]","[[0.919741254699526, 0.03923322362242134], [0.042037314982934205, 0.9239624633466266]]"
Lyndsey Ollard - Catching Up,mixture,27.62113567052532,15.919571043658594,3.653400176740889,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9332421404347364, 0.03750466963433437], [0.039316173386499606, 0.9318756658082639]]"
M.E.R.C. Music - Knockout,mixture,21.35142959384599,10.850910753733087,12.165940062013526,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8852054226611452, 0.07042134614400723], [0.07131420386329254, 0.8969974815183781]]"
