,sdr,isr,sir,sar,true_angle,est_angle,est_deviation,file
20,-2.2440915772597636,0.0031933506356418696,inf,-20.0455003511868,0.0,10.0,10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa1.wav
21,-3.1568102396295057,-0.24219421177931677,inf,-16.06789874708701,0.0,-10.0,-10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
22,-3.171411817295684,-0.24334693812517244,inf,-16.065635847667156,0.0,-9.0,-9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
23,-3.161185273165799,-0.2415450994152641,inf,-16.067706991161653,0.0,-8.0,-8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
24,-3.1890975241568293,-0.24331043793883983,inf,-16.065510086538943,0.0,-7.0,-7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
25,-3.303585962522304,-0.25062653532758544,inf,-16.0628306833407,0.0,-6.0,-6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
26,-3.2780207287757452,-0.24868963671359995,inf,-16.06041376064,0.0,-5.0,-5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
27,-3.267880330395132,-0.2475843019065846,inf,-16.06687145027902,0.0,-4.0,-4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
28,-3.193683110501123,-0.24301820032303748,inf,-16.071887844784587,0.0,-3.0,-3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
29,-3.1736974443446804,-0.24313768695693222,inf,-16.075849666994568,0.0,-2.0,-2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
30,-3.154016875304506,-0.24585886094381448,inf,-16.076609962381813,0.0,-1.0,-1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
31,-3.1209650896603054,-0.24680027851899816,inf,-16.07529831393535,0.0,0.0,0.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
32,-3.1959322950842113,-0.2526874095167224,inf,-16.07802842744205,0.0,1.0,1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
33,-3.1841876114644494,-0.2516450985746041,inf,-16.08032702443889,0.0,2.0,2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
34,-3.1488832108557534,-0.24998261291038731,inf,-16.08213586681516,0.0,3.0,3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
35,-3.2084002134548677,-0.25769151859607753,inf,-16.080606426008025,0.0,4.0,4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
36,-3.209617698079193,-0.2582735273087587,inf,-16.080707048326673,0.0,5.0,5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
37,-3.1807531341994104,-0.25472253258863825,inf,-16.080585405553443,0.0,6.0,6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
38,-3.2767654726651947,-0.2627611946223881,inf,-16.080382407773662,0.0,7.0,7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
39,-3.2593545835137494,-0.26079385406248873,inf,-16.08027536352016,0.0,8.0,8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
40,-3.296960564955576,-0.263930362978349,inf,-16.079203618833862,0.0,9.0,9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
41,-3.2472134935482155,-0.2590312437049596,inf,-16.080382597178993,0.0,10.0,10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
42,-2.156395941155517,-0.005829830934417017,inf,-19.910187432541584,0.0,-10.0,-10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
43,-2.1693996427011024,-0.005919765914721471,inf,-19.932657210848443,0.0,-9.0,-9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
44,-2.1607380279304795,-0.00596357344018584,inf,-19.922540375187403,0.0,-8.0,-8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
45,-2.184561113110444,-0.006095959687674929,inf,-19.954318189826314,0.0,-7.0,-7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
46,-2.2765170584415335,-0.007471529707906281,inf,-19.97687330401894,0.0,-6.0,-6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
47,-2.258530702818441,-0.00699827747344152,inf,-20.000664255183437,0.0,-5.0,-5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
48,-2.2460707402338365,-0.0072310609503281765,inf,-19.947861505014604,0.0,-4.0,-4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
49,-2.183833402206954,-0.006890485529561567,inf,-19.88937784070558,0.0,-3.0,-3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
50,-2.16404085315291,-0.006893383300967949,inf,-19.81818838731485,0.0,-2.0,-2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
51,-2.1461227425903484,-0.006834491479227895,inf,-19.742167858152325,0.0,-1.0,-1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
52,-2.120560229894037,-0.006820374984458923,inf,-19.689700252825347,0.0,0.0,0.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
53,-2.1793065375172063,-0.007605941352274758,inf,-19.60487378350006,0.0,1.0,1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
54,-2.1736204489057416,-0.007505560238880124,inf,-19.51050689169771,0.0,2.0,2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
55,-2.149941953072864,-0.006815220309308571,inf,-19.428562469586545,0.0,3.0,3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
56,-2.198205704618025,-0.006892908845029426,inf,-19.39641717868681,0.0,4.0,4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
57,-2.201860928908687,-0.007054251736202072,inf,-19.36342860397012,0.0,5.0,5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
58,-2.175880779907275,-0.00725544958690279,inf,-19.41649044624562,0.0,6.0,6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
59,-2.2484190372468555,-0.008256001579912168,inf,-19.445612438498802,0.0,7.0,7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
60,-2.2328881314305873,-0.008360583216783754,inf,-19.480564435437635,0.0,8.0,8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
61,-2.2624784278858914,-0.008672874177630666,inf,-19.487389693261928,0.0,9.0,9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
62,-2.224458084610762,-0.00836414606785093,inf,-19.472044400017413,0.0,10.0,10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
63,-2.5994854248175536,-0.08909343896511766,inf,-20.70387194111673,0.0,-10.0,-10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
64,-2.611625247835647,-0.08990923701885081,inf,-20.687989500948124,0.0,-9.0,-9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
65,-2.602760848911294,-0.0894769556009769,inf,-20.71012520915453,0.0,-8.0,-8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
66,-2.6264699777517815,-0.09183236436170106,inf,-20.700796436044683,0.0,-7.0,-7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
67,-2.7279993525603894,-0.09658676069402473,inf,-20.679769382381142,0.0,-6.0,-6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
68,-2.706071919341428,-0.09871191614094181,inf,-20.662642624940553,0.0,-5.0,-5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
69,-2.6970574881064784,-0.09518535757458008,inf,-20.712903673573038,0.0,-4.0,-4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
70,-2.631724106706537,-0.08897779296532338,inf,-20.747972627611134,0.0,-3.0,-3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
71,-2.6151276624042468,-0.08381871562472255,inf,-20.77271226769963,0.0,-2.0,-2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
72,-2.5999728532183712,-0.07878752324010861,inf,-20.762729364503972,0.0,-1.0,-1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
73,-2.571935924368906,-0.07358663123218967,inf,-20.74589221667573,0.0,0.0,0.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
74,-2.641809162689412,-0.06982680732651445,inf,-20.77083326749305,0.0,1.0,1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
75,-2.637186680927872,-0.06394632125936325,inf,-20.78871957664349,0.0,2.0,2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
76,-2.6112978127984143,-0.05840210552985583,inf,-20.79822177406681,0.0,3.0,3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
77,-2.666084918603755,-0.05608558456245208,inf,-20.771785196220232,0.0,4.0,4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
78,-2.670366788153886,-0.054073037747749075,inf,-20.76233892553804,0.0,5.0,5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
79,-2.6401596000258905,-0.05717447947673565,inf,-20.775032190264465,0.0,6.0,6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
80,-2.7232734617053174,-0.06162866482965445,inf,-20.776140987584782,0.0,7.0,7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
81,-2.7048269423373474,-0.06309060844179122,inf,-20.78011612215047,0.0,8.0,8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
82,-2.7381004225697954,-0.06377400356362345,inf,-20.767482391170077,0.0,9.0,9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
83,-2.695056046520749,-0.06214269530070937,inf,-20.77953557316694,0.0,10.0,10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
84,-1.9110040997982676,-0.24159801648133403,inf,-10.625702417384119,0.0,-10.0,-10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
85,-1.9205870723094831,-0.24389593580588734,inf,-10.621826892752022,0.0,-9.0,-9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
86,-1.9136107034504652,-0.24442122827551818,inf,-10.621910478655705,0.0,-8.0,-8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
87,-1.9314046815413688,-0.2493726743412644,inf,-10.614983080086136,0.0,-7.0,-7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
88,-2.0154836817280253,-0.267576221696404,inf,-10.611219148464572,0.0,-6.0,-6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
89,-2.0003251531387125,-0.2710255545610638,inf,-10.606587340778635,0.0,-5.0,-5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
90,-1.9915970672981707,-0.2653884064883411,inf,-10.615159725787196,0.0,-4.0,-4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
91,-1.9377257618747403,-0.24940147358488152,inf,-10.626123559100627,0.0,-3.0,-3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
92,-1.9235548651797885,-0.23791939853837746,inf,-10.639943503425265,0.0,-2.0,-2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
93,-1.9086526589787418,-0.21956365590598315,inf,-10.657433494244303,0.0,-1.0,-1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
94,-1.8819207337483563,-0.19955850508997275,inf,-10.66960928503702,0.0,0.0,0.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
95,-1.939367397582158,-0.20053599751446619,inf,-10.68502635151,0.0,1.0,1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
96,-1.939718853608818,-0.19568585274973316,inf,-10.70257573938207,0.0,2.0,2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
97,-1.9190534303735898,-0.1843207483864948,inf,-10.717502832376589,0.0,3.0,3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
98,-1.9586338296246613,-0.175907315266353,inf,-10.72549508735342,0.0,4.0,4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
99,-1.9627699898862216,-0.17272954367891238,inf,-10.73205964300405,0.0,5.0,5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
100,-1.9402638369552885,-0.17966339903832743,inf,-10.721868072343042,0.0,6.0,6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
101,-2.006561621142104,-0.19147229844869967,inf,-10.716489742722771,0.0,7.0,7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
102,-1.9917343939077878,-0.19422033860265334,inf,-10.709466515593693,0.0,8.0,8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
103,-2.018574619765119,-0.1969546697950002,inf,-10.709165753625223,0.0,9.0,9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
104,-1.9855052803809792,-0.1944923198841486,inf,-10.711063437517673,0.0,10.0,10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si648.wav
105,-2.1250044339138356,-0.32326077872930575,inf,-9.231844780818664,0.0,-10.0,-10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
106,-2.1363746544912345,-0.3238447670596992,inf,-9.23409935392611,0.0,-9.0,-9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
107,-2.1270213472512762,-0.3215780281976519,inf,-9.228397620909316,0.0,-8.0,-8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
108,-2.148842907490667,-0.3248111527857447,inf,-9.227058653816808,0.0,-7.0,-7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
109,-2.2350743529803268,-0.33589872737753795,inf,-9.229449221007751,0.0,-6.0,-6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
110,-2.2188956105081328,-0.3355002067429732,inf,-9.229836011725123,0.0,-5.0,-5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
111,-2.2067515358684147,-0.33275113300823606,inf,-9.222858106384948,0.0,-4.0,-4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
112,-2.147785394115436,-0.323379925175212,inf,-9.220429158468777,0.0,-3.0,-3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
113,-2.132296128102758,-0.32366666602190497,inf,-9.2200874170052,0.0,-2.0,-2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
114,-2.1226416466525126,-0.3293864941858996,inf,-9.227608585099496,0.0,-1.0,-1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
115,-2.1030605778252136,-0.3313565933601109,inf,-9.233858444582859,0.0,0.0,0.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
116,-2.1631338785847958,-0.34452140479538296,inf,-9.227904079151081,0.0,1.0,1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
117,-2.1612469702427908,-0.3472385955242205,inf,-9.222359487773172,0.0,2.0,2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
118,-2.144524390274517,-0.3502233120355713,inf,-9.218655427144387,0.0,3.0,3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
119,-2.1980830982510655,-0.3656568599709187,inf,-9.225836652931687,0.0,4.0,4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
120,-2.2033356482439,-0.36713865494367526,inf,-9.228067438698266,0.0,5.0,5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
121,-2.1720969204550022,-0.3568924119412264,inf,-9.225072130937752,0.0,6.0,6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
122,-2.2421170605604406,-0.36936492821256395,inf,-9.225037040952138,0.0,7.0,7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
123,-2.2239147630239535,-0.3635542339498688,inf,-9.224364867061327,0.0,8.0,8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
124,-2.2528384627698173,-0.3683098766158976,inf,-9.22801381314681,0.0,9.0,9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
125,-2.214676109657345,-0.3603496238250489,inf,-9.224383497566249,0.0,10.0,10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx127.wav
126,-1.9717074094921063,0.03502744462425609,inf,-8.614186578709749,0.0,-10.0,-10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
127,-1.985306346515805,0.0323625116602034,inf,-8.61724935896982,0.0,-9.0,-9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
128,-1.9801777231453885,0.031614281334349396,inf,-8.622628213890376,0.0,-8.0,-8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
129,-2.007445917679104,0.026270571823756878,inf,-8.632843809214354,0.0,-7.0,-7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
130,-2.1048813025971826,0.006232463031056032,inf,-8.634171061866581,0.0,-6.0,-6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
131,-2.08925413766389,0.0033622248967397034,inf,-8.63801400169362,0.0,-5.0,-5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
132,-2.076751539794233,0.009837475270974082,inf,-8.636205079677913,0.0,-4.0,-4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
133,-2.008470966316178,0.024974266721898217,inf,-8.624426400231192,0.0,-3.0,-3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
134,-1.9781566163042386,0.037346796646771555,inf,-8.602376754586363,0.0,-2.0,-2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
135,-1.9353727091798103,0.06038581121207066,inf,-8.563639770242524,0.0,-1.0,-1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
136,-1.8884860019433152,0.08044330137974037,inf,-8.533064034301868,0.0,0.0,0.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
137,-1.9359972069399798,0.07846389628691552,inf,-8.508114036641217,0.0,1.0,1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
138,-1.9179009308467716,0.08012768000719564,inf,-8.478484755021828,0.0,2.0,2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
139,-1.8793579753592737,0.08877415699554649,inf,-8.451300373780597,0.0,3.0,3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
140,-1.9101656092638974,0.09566740569718546,inf,-8.42753961270234,0.0,4.0,4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
141,-1.9063635971963688,0.09603574287002206,inf,-8.411284178534974,0.0,5.0,5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
142,-1.8962941744746176,0.09019530066126048,inf,-8.436513386621385,0.0,6.0,6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
143,-1.9726643552798897,0.08381016393269831,inf,-8.448477726189406,0.0,7.0,7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
144,-1.965499680758015,0.08225646923285619,inf,-8.463670903747436,0.0,8.0,8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
145,-1.9928537720291184,0.08083068595833597,inf,-8.460958147006366,0.0,9.0,9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
146,-1.9565502255381284,0.08137723431794032,inf,-8.460186172351978,0.0,10.0,10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx217.wav
147,-2.1041279066247833,-0.006427619510874226,inf,-15.959733253373647,0.0,-10.0,-10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
148,-2.1144705247086595,-0.006683288460328712,inf,-15.9524317445074,0.0,-9.0,-9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
149,-2.10633602740245,-0.006359233394630636,inf,-15.955687274066682,0.0,-8.0,-8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
150,-2.1259139541915273,-0.007118528156506243,inf,-15.946819041251448,0.0,-7.0,-7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
151,-2.213332119261799,-0.008402425290312748,inf,-15.941407546778203,0.0,-6.0,-6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
152,-2.193026490455425,-0.0082800933069755,inf,-15.93812564399203,0.0,-5.0,-5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
153,-2.186560810491019,-0.008306933442136321,inf,-15.9497577646982,0.0,-4.0,-4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
154,-2.132206215284351,-0.007346239337980082,inf,-15.967629644340445,0.0,-3.0,-3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
155,-2.120879621310707,-0.006729386965735015,inf,-15.995722393410086,0.0,-2.0,-2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
156,-2.110904170758596,-0.004843856116091587,inf,-16.02965573597345,0.0,-1.0,-1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
157,-2.089462912097445,-0.0026280859283597533,inf,-16.052358275451343,0.0,0.0,0.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
158,-2.1530023503100386,-0.0029765633478133213,inf,-16.082997795299427,0.0,1.0,1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
159,-2.151949181418615,-0.0022755477747251115,inf,-16.106132580951076,0.0,2.0,2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
160,-2.1319410895053617,-0.0015342548007829917,inf,-16.114416041463166,0.0,3.0,3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
161,-2.1818199318035743,-0.002181535175948698,inf,-16.109137714957466,0.0,4.0,4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
162,-2.186778740123087,-0.0021045733933876196,inf,-16.105512112731056,0.0,5.0,5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
163,-2.158615350503787,-0.002265376196923397,inf,-16.11157779360999,0.0,6.0,6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
164,-2.2304366578453694,-0.004513016728743817,inf,-16.1116628995716,0.0,7.0,7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
165,-2.213365707648168,-0.0045917437397820565,inf,-16.10927701571572,0.0,8.0,8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
166,-2.242511362853808,-0.0047759536055342975,inf,-16.105908201481295,0.0,9.0,9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sx307.wav
