,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,23.98121361172629,15.385163782681108,7.501645235249897,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9256118515353717, 0.012008758480050303], [0.009429753177837497, 0.9300607119752925]]"
Al James - Schoolboy Facination,mixture,24.097774751784087,14.375110461901574,8.293129497566518,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9346155614968021, 0.003082122698120177], [0.0016456208060389903, 0.9378281584569557]]"
Angels In Amplifiers - I'm Alright,mixture,24.83679223805391,17.045836683939314,6.733130336082639,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9420866668658539, 0.00017923307174158565], [0.0004409617001904492, 0.9426627883224797]]"
Arise - Run Run Run,mixture,25.678274850411636,23.89087217373943,4.017856564685873,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9465407329638783, 0.0017449043156052408], [0.003221339807034677, 0.9455448160121755]]"
BKS - Bulldozer,mixture,25.309663169255327,19.241802001018485,5.137751219590792,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9438725997528427, 0.0025680714689268283], [0.002884032668758894, 0.9439937028681017]]"
BKS - Too Much,mixture,24.57664000451226,17.42189953524967,5.892761589587533,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9284291871971737, 0.011128463552031847], [0.001731924372039178, 0.9430918721577889]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,25.13199405944345,18.069274687683134,3.203361049368319,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9445213393986276, 0.0003751053503016187], [0.000922274304987529, 0.9429777010854122]]"
Bobby Nobody - Stitch Up,mixture,25.132046212403697,18.02165037456495,4.875271531156756,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9374474765572516, 0.0064926001602615396], [0.0027346426748173875, 0.942529088798451]]"
Buitraker - Revo X,mixture,25.247763248697492,19.938015683075164,4.669460238396595,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9440154503070426, 0.001724730520814274], [0.002287472102584128, 0.9436075211929332]]"
Carlos Gonzalez - A Place For Us,mixture,25.35756185249117,19.222517579603494,4.552210718499969,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9461091722489766, -0.000409101808783872], [-0.00027458598184222096, 0.9461191867606317]]"
Cristina Vane - So Easy,mixture,25.53282307953134,22.168617423044626,3.5563252671969527,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9464872711118555, 0.0007189738221279076], [0.0017962428267682454, 0.9462490625173308]]"
Detsky Sad - Walkie Talkie,mixture,24.776798103586156,15.980161769605502,7.94051877991526,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9401445533002128, 0.0030767384922152493], [0.004091973679246561, 0.939108251061462]]"
Enda Reilly - Cur An Long Ag Seol,mixture,25.520708751313013,20.906825507101573,4.8874668307470435,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9414940582053452, 0.006251007681589666], [0.007767244169155247, 0.939099768262166]]"
Forkupines - Semantics,mixture,24.98653710255735,16.44212082338865,8.181503003072978,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9416127615227574, 0.0017829598592838027], [0.0006927242300358659, 0.9433877650421819]]"
Georgia Wonder - Siren,mixture,23.903648426825377,15.025032005013095,8.532120226077303,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9273320929073608, 0.0059521483187340895], [-0.0028531968139310464, 0.9433683809125826]]"
Girls Under Glass - We Feel Alright,mixture,24.896181869213127,16.747525512622452,7.247296392539358,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9394848675706085, 0.0031023392759921], [0.00012107398818964122, 0.94399821926842]]"
Hollow Ground - Ill Fate,mixture,25.577392119873483,20.701601308548646,4.954045817635467,"[[0.0, 0.0], [0.0, 0.0]]","[[0.947185897418616, 0.00025113751634790727], [0.0005165725267925378, 0.9468880987869442]]"
James Elder & Mark M Thompson - The English Actor,mixture,25.50675700692947,21.869437069084764,3.1836524575052043,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9466349181022976, 0.00017242610662265232], [0.0002076020038922723, 0.9468819487155479]]"
Juliet's Rescue - Heartbeats,mixture,25.268348215283254,19.271385827317104,5.404113462117545,"[[0.0, 0.0], [0.0, 0.0]]","[[0.94357053438173, 0.001833564784103815], [0.0003862887706481781, 0.9455685704022565]]"
Little Chicago's Finest - My Own,mixture,4.434223566968502,4.528068459198907,13.808508340686796,"[[0.0, 0.0], [0.0, 0.0]]","[[0.4111939644694255, 0.3624432818579576], [0.27188092524786944, 0.5737016434889081]]"
Louis Cressy Band - Good Time,mixture,24.997068775141983,17.94909210205724,5.0482876942793995,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9434432615199155, -0.0004284883475161399], [0.0, 0.9441533008278452]]"
Lyndsey Ollard - Catching Up,mixture,25.53909928747987,21.581043067232034,1.8765774911730002,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9461397524202402, 0.0005982364433456125], [0.00032374002039326616, 0.9472182150400936]]"
M.E.R.C. Music - Knockout,mixture,24.76433532960452,16.934211762996398,5.777484602743446,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9415774570640454, 0.0001225656583462035], [0.00026933260336943737, 0.9415016859704403]]"
Moosmusic - Big Dummy Shake,mixture,24.817653244761267,17.40161942949841,8.589517006243595,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9377587934833527, 0.005250129305880626], [0.004062629077208895, 0.9408362141855718]]"
Motor Tapes - Shore,mixture,25.506536472609852,20.947813293302016,4.1649616750816945,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9464842344815615, 0.00035748826540364767], [0.00024211020515139844, 0.9463531911402584]]"
Mu - Too Bright,mixture,24.971146952656998,18.164186337623605,5.378292751070951,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9409133855045249, 0.0019570493780493095], [0.0005106235383147436, 0.9431973955436068]]"
Nerve 9 - Pray For The Rain,mixture,25.585810934920605,21.866691407968467,3.1565644671804693,"[[0.0, 0.0], [0.0, 0.0]]","[[0.946322056197199, 0.0008270360185924115], [0.0002952808493700859, 0.9477054268318571]]"
PR - Happy Daze,mixture,25.056398121808712,17.307115303206583,10.172549016724647,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9369120476448294, 0.007566221024846583], [0.002575415841530905, 0.9426262570194249]]"
PR - Oh No,mixture,24.97801515094735,17.229116867047228,7.474905549016824,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9311623978629096, 0.006405342855687967], [0.05687236008300974, 0.9149866571740244]]"
Punkdisco - Oral Hygiene,mixture,25.34897622336308,20.39038626813052,3.979013193957513,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9402222736354213, 0.0044654643419316555], [0.009045635799017864, 0.9356235868337388]]"
Raft Monk - Tiring,mixture,25.286183922831434,18.78209191136512,6.537536312672469,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9439349034601764, 0.0022018312987610554], [0.0017943176818498744, 0.944209990766931]]"
Sambasevam Shanmugam - Kaathaadi,mixture,25.78367410924936,25.00783497114852,2.6824026445141076,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9477123746144536, 0.0004048770138220676], [0.001098678977147893, 0.9478378213505332]]"
Secretariat - Borderline,mixture,24.994111120260435,17.941952407003814,5.606791763276171,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9396544789242126, 0.0036527083710962776], [0.0016355325038752814, 0.9422953976642692]]"
Secretariat - Over The Top,mixture,23.74150149884248,15.565996900177431,9.617154549426694,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9262179724208168, 0.014735116514534088], [0.023170539698757743, 0.9119216334633558]]"
Side Effects Project - Sing With Me,mixture,24.964908145074226,17.481564283481895,5.644658522506344,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9376108471413829, 0.005726072317961091], [0.005230839248777136, 0.9387590694259931]]"
Signe Jakobsen - What Have You Done To Me,mixture,25.051334899467527,17.4755960273702,5.723549043761359,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9421905037828404, 0.0012038178768639135], [0.00013311009752693545, 0.9439480200394308]]"
Skelpolu - Resurrection,mixture,24.19829029738263,17.39974756306709,7.926342581622318,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9363404499563874, 0.001796405833805722], [0.010820736350369132, 0.9270893502229225]]"
Speak Softly - Broken Man,mixture,25.124972539971395,20.30506920989017,4.857354729218815,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9416381733647782, 0.0017458769086881672], [-0.0010590358498045935, 0.9445680278433605]]"
Speak Softly - Like Horses,mixture,25.436601545446145,22.248296521754533,4.1764427754946425,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9344588763211594, 0.01135672121168583], [-0.004594499514747063, 0.9518375984304327]]"
The Doppler Shift - Atrophy,mixture,25.433123832050818,20.750928557178973,4.3193886320390975,"[[0.0, 1.0], [-1.0, 0.0]]","[[0.9454372894095682, 0.0007496667796165759], [0.0008368275665553258, 0.9455406436619826]]"
The Easton Ellises (Baumi) - SDRNR,mixture,24.157517890955077,14.197865095311016,8.977285422434386,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9381358226047752, 0.0031225799722603108], [0.007096935976989114, 0.9327617310478091]]"
The Easton Ellises - Falcon 69,mixture,25.23134587848499,17.74611308071927,7.950560091536152,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9431541130250364, 0.0022566885129170016], [0.0015782072601419168, 0.9436691134687623]]"
The Long Wait - Dark Horses,mixture,25.346670884898252,20.34810457314893,3.399682109984129,"[[0.0, 0.0], [0.0, 0.0]]","[[0.942671791218532, 0.003628463427307837], [0.0030354180698694165, 0.9422554720972315]]"
The Mountaineering Club - Mallory,mixture,25.553361063456563,21.579381020971667,3.0314583539402,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9468043214624251, 0.0007854742304208112], [0.0005574122212109058, 0.9469446350581764]]"
The Sunshine Garcia Band - For I Am The Moon,mixture,25.28088378739446,19.393023081537677,4.979932695783063,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9399406294897128, 0.005023553038276446], [-0.0010832299781015323, 0.9470804413805846]]"
Timboz - Pony,mixture,24.816718090737652,15.816085008118499,7.599373372212182,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9417079114000039, 0.0018678852297475202], [0.001446635951131325, 0.941013514457582]]"
Tom McKenzie - Directions,mixture,25.513506849175176,21.67771354170771,3.7350734162900747,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9415392742717497, 0.0058755653364043195], [0.0034657688529471037, 0.9447855327760745]]"
Triviul feat. The Fiend - Widow,mixture,24.82780025155872,17.202801398800084,5.928680393806268,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9406213319945982, 0.0017894434727205148], [0.0, 0.9433219921158496]]"
We Fell From The Sky - Not You,mixture,24.970511760728797,17.05341818511075,6.208597480801602,"[[0.0, 0.0], [0.0, 0.0]]","[[0.942591800123303, 0.0012245664356521026], [0.002636093163954378, 0.9414518875664368]]"
Zeno - Signs,mixture,25.06662801778128,18.279225753392996,6.34325664206606,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9437427538554337, -0.000497648302716217], [-0.0004206139970833894, 0.9445773019454861]]"
