,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,24.47930856027287,16.444297449804424,6.8292276205203635,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9311921651548009, 0.009543096329914949], [0.007172208934896068, 0.9362198559785107]]"
Al James - Schoolboy Facination,mixture,24.531479653476936,15.458578155630855,7.4436089983524365,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9389835767885821, 0.00208751641190951], [0.0007831024567157336, 0.941145350317307]]"
Angels In Amplifiers - I'm Alright,mixture,25.072701295221243,17.93540649900156,6.019724334927585,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9441512162662794, 0.00036512526421447083], [0.00023409369993483716, 0.9441608050049589]]"
Arise - Run Run Run,mixture,25.821193644524286,24.935515580689533,3.5967264787272706,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9475752966640778, 0.0012267190530866122], [0.0018672500598138817, 0.9465678954585572]]"
BKS - Bulldozer,mixture,25.486083138116697,20.176041430505407,4.5270390868207535,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9452678603571217, 0.0022339111914008113], [0.0019087075201849823, 0.9455678904990205]]"
BKS - Too Much,mixture,24.878627941211672,18.333216073660243,5.304373889585347,"[[0.0, 0.0], [0.0, 0.0]]","[[0.934189952611988, 0.00844014913921572], [0.0012390694201353189, 0.9443946528240222]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,25.349862877753555,19.112602527552106,2.8865399784877477,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9456844614225304, 0.00047281313357311523], [0.000803479192295127, 0.9446084118955556]]"
Bobby Nobody - Stitch Up,mixture,25.3118186311576,19.019868168041086,4.340835258853115,"[[0.0, 0.0], [0.0, 0.0]]","[[0.940696059576823, 0.0044202586588955135], [0.0014458701104214842, 0.9447169843149256]]"
Buitraker - Revo X,mixture,25.507325090908104,20.905589292605722,4.159163119135448,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9453079390885681, 0.0014315747812145608], [0.002494689398956559, 0.9448404250554364]]"
Carlos Gonzalez - A Place For Us,mixture,25.432639039368375,20.125054765909645,4.132462765868,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9467550850140192, 0.00010478699859368793], [0.0002174822899908061, 0.9461730404179897]]"
