,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,-2.283539294121348,10.73873349667798,12.136773384781431,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8197032565509583, 0.07631038083518707], [0.08819593655551974, 0.8102758961350794]]"
Al James - Schoolboy Facination,mixture,-2.2693824241308596,7.6584851772112765,15.824984066164497,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8306824972127935, 0.03441911355664786], [0.02677838651471883, 0.8478277637601528]]"
Angels In Amplifiers - I'm Alright,mixture,-2.408108702748769,9.816047353894774,14.494614955386906,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8912189210883035, 0.012293238485362849], [0.012417068872798863, 0.8902377457016477]]"
Arise - Run Run Run,mixture,-3.212313607904277,18.365182507383942,7.421027166273408,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9297017791158437, 0.013397008638323249], [0.02025265019406517, 0.9250438231270637]]"
BKS - Bulldozer,mixture,-2.430262462189884,11.798042410249181,10.466368002882525,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8926401047138857, 0.030435481897306202], [0.029495618170175934, 0.8973661711552304]]"
BKS - Too Much,mixture,-2.0438940673192225,11.445209909721681,11.575640612584758,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8470932383274143, 0.05412531262200459], [0.02265490027250738, 0.8995868854212024]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,-2.732050698161372,10.936949894407654,7.422815616314052,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8949946224301806, 0.014663707632237784], [0.021012587481388643, 0.8834150934916438]]"
Bobby Nobody - Stitch Up,mixture,-2.2513402627022554,10.57752063885522,10.561746972042322,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8424061977521708, 0.06235322475970145], [0.022472347194171224, 0.894675852247905]]"
Buitraker - Revo X,mixture,-1.1338133507371833,11.56283015038807,11.652182752988669,"[[-576.0, -575.0], [-577.0, -576.0]]","[[0.889939967733322, 0.032964982845028606], [0.0394985174941672, 0.8797014323155075]]"
Carlos Gonzalez - A Place For Us,mixture,-2.795663692336708,11.474340800589829,10.714682268575592,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9156153596575297, 0.0048284975394122754], [0.005557097115968998, 0.9121011917984483]]"
Cristina Vane - So Easy,mixture,-3.7696598247855535,14.880536173151151,7.995465404109679,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9080751687210846, 0.026392913804920915], [0.021328215731730854, 0.9147885307167878]]"
Detsky Sad - Walkie Talkie,mixture,-2.1687958510865855,7.94353422955517,17.790036853472653,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8117170260300697, 0.0692602390330231], [0.06512750320524874, 0.8188822202099598]]"
Enda Reilly - Cur An Long Ag Seol,mixture,-1.1159469634542254,15.295266214290034,8.474772814832662,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8880617603807206, 0.045293806388551676], [0.04454755472904342, 0.8893480290444226]]"
Forkupines - Semantics,mixture,-2.781522784660286,8.154696384138315,18.721070137700366,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.841693929687424, 0.04309347593220287], [0.029921541615525824, 0.8560692340207637]]"
Georgia Wonder - Siren,mixture,-2.367796345079025,9.745790092741641,14.22106174335097,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.836931293963923, 0.04221601659411095], [0.006236609490479294, 0.9026359616311771]]"
Girls Under Glass - We Feel Alright,mixture,-2.069874477656408,8.310029949295311,17.966272432645262,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8193480977114367, 0.06033504979422698], [0.009483692731100217, 0.9014895788429962]]"
Hollow Ground - Ill Fate,mixture,-2.6878490347470887,12.484022908522174,12.25920646764213,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9157264216169273, 0.014641430882035298], [0.018238748054693773, 0.9123112274508044]]"
James Elder & Mark M Thompson - The English Actor,mixture,-2.975345083019065,14.12373831085581,7.3047846251105355,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9230639836816761, 0.008367238579849726], [0.008622045316851247, 0.9257120739239153]]"
Juliet's Rescue - Heartbeats,mixture,-3.3040969358007044,12.667573678958142,11.04549422397299,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8915472744511783, 0.0272310659373609], [0.024719335352014152, 0.8983650955905111]]"
Little Chicago's Finest - My Own,mixture,-1.1294586177123342,3.096117808821149,15.288064030773969,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.3851926521185801, 0.22218751046382781], [0.24023913323628376, 0.5523242351653674]]"
Louis Cressy Band - Good Time,mixture,-2.31892930416243,9.621509182016654,12.590985158153606,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8960913779346428, 0.004711285064004325], [0.003910068363221738, 0.9016062998329523]]"
Lyndsey Ollard - Catching Up,mixture,-2.8867021159939954,13.52546664738328,4.431319541711245,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9203008263874886, 0.007358460480209555], [0.005412567475289056, 0.9232198001362045]]"
M.E.R.C. Music - Knockout,mixture,-2.534640076043717,10.253700249233116,11.959359636607587,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8902587221183105, 0.012534865285010223], [0.011946158628213101, 0.8905888941095915]]"
Moosmusic - Big Dummy Shake,mixture,-2.801454945369505,10.224786737126932,16.480391272444013,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8219110867925538, 0.07927063476299101], [0.05470938330045402, 0.8596201554606367]]"
Motor Tapes - Shore,mixture,-3.111967423135287,12.75215032494984,10.633790619466422,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9223151450142815, 0.008139978837307792], [0.009716870131487206, 0.916531768391701]]"
Mu - Too Bright,mixture,-2.665510569031662,10.94438488202548,11.827086436908871,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8705927562019236, 0.02909091679311556], [0.014666511929386273, 0.8854169806828169]]"
Nerve 9 - Pray For The Rain,mixture,-3.0139016542916197,13.679121448273154,7.476111375897739,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.912465333336827, 0.017793221276762285], [0.005537288934212416, 0.9304036406680521]]"
PR - Happy Daze,mixture,-2.484603937583124,11.61475770677603,18.553622673895333,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8027678730461857, 0.10081669404002597], [0.06168633842817516, 0.8505663367561201]]"
PR - Oh No,mixture,-3.3539493001411484,12.039365444611237,12.965098279081674,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8604670779621976, 0.02226036950848793], [0.22893456199789267, 0.7752219437301776]]"
Punkdisco - Oral Hygiene,mixture,-3.7868623474456804,13.738921251027692,8.942845663663267,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8586528046229474, 0.0625229973857695], [0.09856382853016268, 0.8263384537923235]]"
