,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,-2.3566843255437337,11.917789262011013,9.985501839389457,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8615902297547471, 0.05777050936500906], [0.0583166193423245, 0.8615763303785038]]"
Al James - Schoolboy Facination,mixture,-2.4742175479982187,10.499049016435947,12.347685619371546,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8824360577458279, 0.02921754077238742], [0.02043512307915602, 0.8930674312177012]]"
Angels In Amplifiers - I'm Alright,mixture,-2.5277181460309697,12.891213648431151,10.507958092474086,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9183980716130933, 0.011081033399138816], [0.009983940666309428, 0.9193348099289276]]"
Arise - Run Run Run,mixture,-3.225342118312926,20.122342126605425,6.1603940460790305,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9370536546592625, 0.008918324383184482], [0.017319505541328727, 0.9309178912344995]]"
BKS - Bulldozer,mixture,-2.51312746331362,14.722553464940562,8.117079151061628,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9223370706795423, 0.01551506073325034], [0.014833723844035775, 0.9256320667821002]]"
BKS - Too Much,mixture,-2.15387629441748,13.893385656451699,8.83266436038477,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8851078234319273, 0.03846368095449734], [0.019625112366343296, 0.9201243333759167]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,-2.8292255913994815,14.192347062602511,4.950793571387174,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.925084304685768, 0.009948068874332555], [0.014081102375950935, 0.9174752559258996]]"
Bobby Nobody - Stitch Up,mixture,-2.3291607851545404,14.436049640164322,6.992552761913869,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8897601366371419, 0.044730623382261706], [0.03116572725850272, 0.9087705149211989]]"
Buitraker - Revo X,mixture,-1.3040051246469853,15.15104436647366,7.723659539479382,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9277040025639229, 0.011683291886522163], [0.013649628828347547, 0.9258225258196184]]"
Carlos Gonzalez - A Place For Us,mixture,-2.878355013037144,15.79651146353526,6.870754393876615,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9365417272842995, 0.00466865476920613], [0.004274085875829728, 0.9354142575468578]]"
Cristina Vane - So Easy,mixture,-3.810705346992191,18.62224952236452,5.239124509933628,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9286828760131939, 0.015419496650702726], [0.01618591225834582, 0.9286623693500828]]"
Detsky Sad - Walkie Talkie,mixture,-2.4238157335140627,11.313992608976662,12.954730328446617,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8836305823970527, 0.04673833447428708], [0.04895425369265162, 0.8835506298223816]]"
Enda Reilly - Cur An Long Ag Seol,mixture,-1.1732896061837041,17.423193998090557,6.529784654778629,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9119924947842062, 0.03131599090375212], [0.026808231113382375, 0.9147647551606946]]"
Forkupines - Semantics,mixture,-3.0042546058709565,12.127086994314787,12.672091739167533,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.899104520304734, 0.03517058407370636], [0.02848133013995485, 0.9050231797558462]]"
Georgia Wonder - Siren,mixture,-2.5033450874659797,11.824437332428877,11.979006559704635,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.877928724029045, 0.0235091891613172], [-0.0006108775025526823, 0.9266426116555689]]"
Girls Under Glass - We Feel Alright,mixture,-2.33178392677589,12.527471971761537,11.538333125592922,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.909291081934532, 0.024357226308025053], [0.018046130258494046, 0.92110157636411]]"
Hollow Ground - Ill Fate,mixture,-2.7583855990600203,17.163690301507533,7.330516034697239,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9275132317476905, 0.017073683791470798], [0.016568967451795806, 0.9286328688275003]]"
James Elder & Mark M Thompson - The English Actor,mixture,-3.0920054187444332,17.689511700769533,4.837031850368829,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.938312623464174, 0.00634129241443004], [0.006181899646724547, 0.940114890634284]]"
Juliet's Rescue - Heartbeats,mixture,-3.376145161704976,14.943935326518192,8.526612397664675,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.925297123985614, 0.012601059966782364], [0.011819576546655917, 0.9257116369169812]]"
Little Chicago's Finest - My Own,mixture,-1.2564925629108457,3.975641713372611,13.92203055088845,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.39874934032790854, 0.35485829998151996], [0.27072247271746186, 0.5616443829532453]]"
Louis Cressy Band - Good Time,mixture,-2.469628489250801,13.702213509329122,8.224209706518586,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9294096566193473, 0.004289030298076568], [0.004388691769493149, 0.9328173361762194]]"
Lyndsey Ollard - Catching Up,mixture,-2.9568669318720198,18.063123565878364,2.6351203867018897,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9348952523570585, 0.006962957213619142], [0.0053918034895013445, 0.9380887317384421]]"
M.E.R.C. Music - Knockout,mixture,-2.662143516022444,12.96334301128974,8.996882173902105,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9155073829658024, 0.010478000625767253], [0.008516740980751057, 0.9187185235096451]]"
Moosmusic - Big Dummy Shake,mixture,-3.02356602299807,13.500474095083018,12.586210334439613,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8818898866836652, 0.04507742044993674], [0.04235940000124048, 0.8846736425785398]]"
Motor Tapes - Shore,mixture,-3.1721571863008498,17.358255727067004,6.1541150332415295,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9390903893508756, 0.006071954795360497], [0.005269189272580438, 0.9375028784265668]]"
Mu - Too Bright,mixture,-2.82224101899135,14.125153366707654,8.494487806164775,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9063731842010705, 0.021868153028474432], [0.017779138670659056, 0.9161641495493187]]"
Nerve 9 - Pray For The Rain,mixture,-3.0499624159758456,18.506447335009277,4.693560883697109,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.9355677713194547, 0.008162116532048005], [0.007258978427166299, 0.9381577930515316]]"
PR - Happy Daze,mixture,-2.5868660900312075,14.119485232165658,14.333095778637139,"[[-576.0, -576.0], [-576.0, -576.0]]","[[0.8539572864700388, 0.0746880407108904], [0.05635417701429103, 0.8712964080176179]]"
