,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,22.21218477984622,13.613329306294844,8.683961558473179,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8932986389332238, 0.03895288011089906], [0.03631923349843864, 0.8965140380049834]]"
Al James - Schoolboy Facination,mixture,22.481614868332965,12.558072961517919,10.229228770290153,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9075965502350694, 0.02239594440737694], [0.01861546858242043, 0.9151351571315366]]"
Angels In Amplifiers - I'm Alright,mixture,23.849244609509984,14.963596713799161,8.520097865525386,"[[0.0, 0.0], [0.0, 0.0]]","[[0.931814168666719, 0.007124504340517754], [0.00553938620945453, 0.9320676708234945]]"
Arise - Run Run Run,mixture,25.475222136544843,22.126964191188755,4.929597675864865,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9415147169523933, 0.006093120660987268], [0.010972672249530635, 0.9372013673351246]]"
BKS - Bulldozer,mixture,24.787185016005484,17.08567397937299,6.461548973911549,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9356744147913872, 0.008670957512803378], [0.008169241367172385, 0.9372172032330522]]"
BKS - Too Much,mixture,23.501066644587816,15.67083294914034,7.150409740532082,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9096055023771739, 0.027137091083489082], [0.012523177303092022, 0.9316347465898417]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,24.63949932484646,16.660318652898397,3.8949070987261174,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9347235343205349, 0.008018126443190447], [0.008272467428401695, 0.9310602025022467]]"
Bobby Nobody - Stitch Up,mixture,24.515234903702044,16.698824757187392,5.512930456722158,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9120640020036728, 0.029975239540101277], [0.02449332663737954, 0.9229144954301829]]"
Buitraker - Revo X,mixture,24.927515682695045,17.89781681465677,5.85602291106162,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9379619163668974, 0.005846981745010452], [0.006463326920283329, 0.9375280655497964]]"
Carlos Gonzalez - A Place For Us,mixture,25.048929310709322,17.83597120926191,5.4862664061814765,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9420311039042704, 0.0027309432033948227], [0.0032295281078747427, 0.9416842316385313]]"
Cristina Vane - So Easy,mixture,25.366358674065484,20.561025045822383,4.11244299393506,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9373929338316069, 0.009457285540208565], [0.00928434255386035, 0.9376580394636607]]"
Detsky Sad - Walkie Talkie,mixture,23.49468078463387,13.74677924089328,9.794292737671725,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9185297958068063, 0.022232936655956777], [0.023906712207077113, 0.9174838043214831]]"
Enda Reilly - Cur An Long Ag Seol,mixture,24.904787233510696,19.21312427684847,5.6331417918992495,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9278769578314714, 0.016566007752936505], [0.01944887952853894, 0.9274444133182854]]"
Forkupines - Semantics,mixture,24.196047777431026,14.669797115685828,9.427912592913792,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9234831797746118, 0.016411322594712893], [0.015364216328404632, 0.9265376920042743]]"
Georgia Wonder - Siren,mixture,22.462171710391022,13.614236725330972,10.012135301688753,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9038057882705153, 0.01636656783471399], [0.003593755007127362, 0.9338364122960733]]"
Girls Under Glass - We Feel Alright,mixture,24.221450013067667,15.01520789127946,8.801976126980122,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9292743202545405, 0.011787087725895741], [0.007805554220549429, 0.9357094197320113]]"
Hollow Ground - Ill Fate,mixture,25.283112690699937,19.319208591098697,5.692871881685575,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9373142612904669, 0.010131400511073004], [0.009987617714019747, 0.9357649984312061]]"
James Elder & Mark M Thompson - The English Actor,mixture,25.200953765364126,20.533626833431,3.7882490465007868,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9427512685218938, 0.0033268866623410065], [0.0036915306124821585, 0.944258305304382]]"
Juliet's Rescue - Heartbeats,mixture,24.686744991667272,17.430839329386814,6.623679264362319,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9350090630942077, 0.007811221012097411], [0.005866363097170172, 0.9374768518883482]]"
Little Chicago's Finest - My Own,mixture,4.373661730525951,4.442205488229275,13.782011117628763,"[[0.0, 0.0], [0.0, 0.0]]","[[0.4071488994002742, 0.3631580766054964], [0.27413426031535415, 0.5670917564340414]]"
Louis Cressy Band - Good Time,mixture,24.5470238185923,16.198381111861362,6.231314819787347,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9391147986278138, 0.002940650512393516], [0.0024868874509212688, 0.9400778402415011]]"
Lyndsey Ollard - Catching Up,mixture,25.380737309274686,20.56306542729071,2.0653491662306616,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9413989851518743, 0.004930495001464411], [0.00468276891757315, 0.9425502183464535]]"
M.E.R.C. Music - Knockout,mixture,23.58707799196818,15.050641543065215,7.331315778443733,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9293954897782531, 0.007594689248420794], [0.006976237833513309, 0.9314756905218726]]"
Moosmusic - Big Dummy Shake,mixture,23.92417043551272,15.601380571717751,10.360659394031057,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9074989343876352, 0.030278272616963125], [0.03018737752077308, 0.9121741175035339]]"
Motor Tapes - Shore,mixture,25.287330674972246,19.338860709768333,4.9754860550832,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9435051865345414, 0.0032951847607610666], [0.0034354493753731585, 0.9426058377094834]]"
Mu - Too Bright,mixture,24.388405246110043,16.411189065800748,6.53692460726103,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9247972627382213, 0.015269551847388919], [0.01249721626698885, 0.9308402383109811]]"
Nerve 9 - Pray For The Rain,mixture,25.48774565636866,20.532797791553893,3.5596864961299355,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9415610041693956, 0.005158627837192467], [0.0038622927961843782, 0.9443248100110092]]"
PR - Happy Daze,mixture,24.43173931441915,16.529001105609737,11.064898046700723,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8926198786270932, 0.047684760567425495], [0.04407447766240606, 0.8972152337182119]]"
PR - Oh No,mixture,23.53137356078836,15.294625695292554,9.309258673895851,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9014852832033121, 0.017624118091792096], [0.11830728367312965, 0.8714685083551843]]"
Punkdisco - Oral Hygiene,mixture,24.922271799391865,19.13809309609225,4.508300731116113,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9107889221412557, 0.0318854277806412], [0.034041213770222484, 0.9074565428136199]]"
Raft Monk - Tiring,mixture,24.938340366208436,16.816040837784044,8.538573910364121,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9375399398657269, 0.006766216350827841], [0.006608158410986845, 0.9384455006323356]]"
Sambasevam Shanmugam - Kaathaadi,mixture,25.657484393405014,23.46653539377735,3.1938795467631236,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9457770581103822, 0.0021500562926727966], [0.0016385156241286959, 0.9462062587476885]]"
Secretariat - Borderline,mixture,24.292727719012337,16.430449525284033,6.547325213665065,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9240856387353639, 0.016220069566640752], [0.014583297524227129, 0.9286734965178229]]"
Secretariat - Over The Top,mixture,22.36097254495818,14.293585122697849,11.097928963019548,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8962226268463537, 0.04099424577160836], [0.05406079647221047, 0.8736371264681723]]"
Side Effects Project - Sing With Me,mixture,23.806057750124474,15.837914845762368,6.876920063805683,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8980995121842125, 0.04072011943493703], [0.041903743769074665, 0.8998642162459362]]"
Signe Jakobsen - What Have You Done To Me,mixture,24.565150905302573,16.111458268166956,6.026212853199089,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9326900905820341, 0.008929103202400169], [0.007939459270593918, 0.9338118450138141]]"
Skelpolu - Resurrection,mixture,23.51741458726802,16.545064065405338,8.878717479009744,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9130340941601018, 0.02230020508008576], [0.032087324572841996, 0.8982342940426891]]"
Speak Softly - Broken Man,mixture,24.803317284936455,19.16805162222098,5.425015482953068,"[[0.0, 0.0], [0.0, 0.0]]","[[0.933267985258298, 0.00694379690780055], [0.003498954262997408, 0.937096341829651]]"
