,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,20.858837928872912,12.459808289854895,9.56603357430744,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8719411963399684, 0.05128088383524941], [0.0503967679713718, 0.8743511178957385]]"
Al James - Schoolboy Facination,mixture,20.973079271394376,11.219868897748807,11.508718028950769,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8901234508447418, 0.028779458206329437], [0.01987672622571319, 0.9034630071325009]]"
Angels In Amplifiers - I'm Alright,mixture,22.96236335457414,13.639645911247584,9.76435507085328,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9237338576176404, 0.008442669631054516], [0.008422454071071558, 0.9236853489044785]]"
Arise - Run Run Run,mixture,25.216723623490832,20.879075401135843,5.725441481430138,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9406875369861036, 0.006794075922291988], [0.014935755877822338, 0.9320710740115725]]"
BKS - Bulldozer,mixture,24.14382033376581,15.599194204459577,7.493483751021107,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9284822089537181, 0.013855989837112061], [0.012614150643331013, 0.9313332609498253]]"
BKS - Too Much,mixture,22.841999501888026,14.545580209366236,8.244246873499721,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8930305452826854, 0.034635027097191205], [0.018129348164825712, 0.9253275918272048]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,23.792216815786972,15.053199399620091,4.540306360618635,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9281145294874269, 0.009343361328027351], [0.01218707898499011, 0.9227686313176192]]"
Bobby Nobody - Stitch Up,mixture,23.864075335092828,15.223770640335264,6.418881726925108,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8993838395797464, 0.039173594500464134], [0.030769467250219857, 0.9125859693262455]]"
Buitraker - Revo X,mixture,24.497838467359458,16.260497854606673,6.936438187600113,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9320988882348544, 0.009931708987452586], [0.010984354006476071, 0.9307721133757164]]"
Carlos Gonzalez - A Place For Us,mixture,24.65543048066769,16.597885676805554,6.336216616811721,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9395460101812925, 0.0034009936894825554], [0.0031449621645120705, 0.9383885495791299]]"
Cristina Vane - So Easy,mixture,25.11225034397895,19.19272450982207,4.821477883816592,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9320926575143766, 0.013842561763721431], [0.013948860410231842, 0.9330892704543879]]"
Detsky Sad - Walkie Talkie,mixture,22.053194761774563,12.13815038599638,11.846060912927403,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8990794749874638, 0.03629936741179162], [0.03983108336672613, 0.895943637656871]]"
Enda Reilly - Cur An Long Ag Seol,mixture,24.463881178965416,17.94795294835326,6.245624957645964,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9178103822587975, 0.027231075136229542], [0.025747571982867246, 0.91619566976568]]"
Forkupines - Semantics,mixture,23.138436609134658,13.049733266982702,11.288426069190772,"[[0.0, 0.0], [0.0, 0.0]]","[[0.910336470022068, 0.026126115851651914], [0.023798644854566238, 0.9144100137882696]]"
Georgia Wonder - Siren,mixture,21.284861104430522,12.395290332176682,11.345880931571664,"[[0.0, 0.0], [0.0, 0.0]]","[[0.887110304310909, 0.021623828367625397], [0.0006336508096840696, 0.9286548945667756]]"
Girls Under Glass - We Feel Alright,mixture,23.46920210913406,13.505092794939884,10.400239995392084,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9187016927902028, 0.016725469242221788], [0.012151096847607856, 0.9278717895204817]]"
Hollow Ground - Ill Fate,mixture,24.991988015763475,17.963226072440502,6.647792587231376,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9328467943468067, 0.014036786071202794], [0.01515220744714845, 0.930708218639911]]"
James Elder & Mark M Thompson - The English Actor,mixture,24.957900529927784,18.66780448501069,4.490048015187479,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9405206328420521, 0.004647942381470735], [0.005784594634033657, 0.9412100743221603]]"
Juliet's Rescue - Heartbeats,mixture,24.036960463297458,15.952031613606811,7.776828133798708,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9294956590144845, 0.010725033072454215], [0.009404532143110956, 0.9292869213228545]]"
Little Chicago's Finest - My Own,mixture,4.333369581855999,4.219440300189628,13.84061005275474,"[[0.0, 0.0], [0.0, 0.0]]","[[0.40138335407059644, 0.35838716247643926], [0.27272108771677284, 0.5631592352396653]]"
Louis Cressy Band - Good Time,mixture,23.932328471716282,14.729036411892622,7.409180893728935,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9343865865807246, 0.0035084147977707245], [0.004432106609716924, 0.9349106874645331]]"
Lyndsey Ollard - Catching Up,mixture,25.05834703227557,19.093910880258967,2.5411620771225047,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9395518813344064, 0.005458018832338876], [0.005162183321440224, 0.9397481937799108]]"
M.E.R.C. Music - Knockout,mixture,22.677753260236358,13.669828354310088,8.356154300494847,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9214111212444971, 0.008634969204401884], [0.0075694278678633655, 0.9233299156610305]]"
Moosmusic - Big Dummy Shake,mixture,22.626337581466483,14.284168729487385,11.692913243568487,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8942039495987656, 0.041086146763792714], [0.035939851947274504, 0.8956856210683137]]"
Motor Tapes - Shore,mixture,25.082779835194966,18.145538616007865,5.673185560411632,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9410739564591569, 0.0049535370075871905], [0.00416759708390755, 0.9395244533310428]]"
Mu - Too Bright,mixture,23.396366862654876,14.907927142932504,7.730737204170543,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9132236863392107, 0.018849453203760712], [0.017261358492277876, 0.9205655808905617]]"
Nerve 9 - Pray For The Rain,mixture,25.21777834068704,19.210834274855422,4.239378701103379,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9389014134135115, 0.006865253588216552], [0.005788461471974926, 0.9404850368816141]]"
PR - Happy Daze,mixture,23.47166247422767,14.933727527936542,13.11826109340826,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8671499816959083, 0.06651688564975655], [0.052676127742964624, 0.8826245809890992]]"
PR - Oh No,mixture,22.415659410940517,14.008395924046663,10.587050798963034,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9038437061466401, 0.013384142553232514], [0.1525922032111777, 0.8369783366783042]]"
Punkdisco - Oral Hygiene,mixture,24.4455901259669,17.554684176867788,5.452679739853645,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8985756719790994, 0.043008445348127415], [0.05599053660592955, 0.8825330514576595]]"
Raft Monk - Tiring,mixture,24.293441009917736,15.238874772606358,10.140593887423954,"[[0.0, -1.0], [1.0, 0.0]]","[[0.9307563851105043, 0.012435034917841184], [0.01039308435358504, 0.9312158486286913]]"
Sambasevam Shanmugam - Kaathaadi,mixture,25.553837714457377,22.151467431423157,3.6854254278724157,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9444907449436036, 0.0028250427636477026], [0.002574525064692847, 0.9456491681301709]]"
Secretariat - Borderline,mixture,23.527991887140494,15.058498894097527,7.670656602596492,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9164309293088804, 0.02071796543574213], [0.01864069311595829, 0.9214656342348808]]"
Secretariat - Over The Top,mixture,21.41680473556328,13.22655147289516,12.290682015735253,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8825558662761797, 0.051963685250584576], [0.07074747922704773, 0.8518383831542652]]"
Side Effects Project - Sing With Me,mixture,22.752035595573645,14.581830420461802,8.074963582665841,"[[0.0, 0.0], [0.0, 0.0]]","[[0.8798838953034797, 0.054064130309092524], [0.05542307365852354, 0.8813539608932185]]"
Signe Jakobsen - What Have You Done To Me,mixture,23.833655454747127,14.31030038964078,7.3292793188246685,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9243972448476768, 0.012469170898719023], [0.01098910779049526, 0.9272254855814057]]"
Skelpolu - Resurrection,mixture,22.904313699872716,15.438998729056953,10.110767945862978,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9046542471081934, 0.025762188823114186], [0.042127558425378686, 0.882591802760873]]"
Speak Softly - Broken Man,mixture,24.635503607989406,18.35358787513436,5.8826467697790985,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9312883784163299, 0.007278194528674112], [0.00679495052637233, 0.9310219935319669]]"
Speak Softly - Like Horses,mixture,24.99488530620775,19.615786333044667,5.543674855796705,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9127798275916322, 0.03082779606678809], [0.0037696054462851895, 0.9414824622999879]]"
