,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,23.982954963693672,15.846026942561277,7.173966904560009,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9196054611866533, 0.021348305340286682], [0.018606246415511035, 0.9236925578959991]]"
Al James - Schoolboy Facination,mixture,24.145384487342035,15.011739829691013,7.686466743340684,"[[0.0, 0.0], [0.0, 0.0]]","[[0.927925148385104, 0.012581671852610445], [0.011287705248579496, 0.9312107400491711]]"
Angels In Amplifiers - I'm Alright,mixture,24.875806216567995,17.328544602353027,6.563377981923715,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9406045647811558, 0.004035344688602732], [0.003904677121414322, 0.9404128988576155]]"
Arise - Run Run Run,mixture,25.785254598396897,25.082493650753506,3.5370781464889722,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9456124873134281, 0.0036338101242128548], [0.004743841387459603, 0.944283885189247]]"
BKS - Bulldozer,mixture,25.392695036137432,19.407542055821796,5.060247845411099,"[[0.0, 0.0], [0.0, 0.0]]","[[0.943599671468826, 0.0037415876311368054], [0.004036916299998144, 0.9432017664303705]]"
BKS - Too Much,mixture,24.588822283879974,17.710171424967097,5.538757425096455,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9273787794227087, 0.014813746835408625], [0.006805882630291278, 0.9402064464135156]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,25.357482584332743,19.393788449625017,2.882960888323727,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9420009473492083, 0.00431126143069769], [0.00437405895820798, 0.9403807434815827]]"
Bobby Nobody - Stitch Up,mixture,25.28832966708142,19.829419713885798,3.907606481838643,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9292325582095238, 0.016291256383722814], [0.015510839625879652, 0.9332245070356475]]"
Buitraker - Revo X,mixture,25.478635887921655,20.438442260896764,4.30588424073634,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9437173394633265, 0.003350221717253179], [0.003812203795537707, 0.942540075109376]]"
Carlos Gonzalez - A Place For Us,mixture,25.445016873204747,20.159541706661987,4.1414664865261805,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9453582612559883, 0.0015636775030669495], [0.001460373623742975, 0.9458530515012854]]"
Cristina Vane - So Easy,mixture,25.662190915105512,23.785079944178847,2.8948775468775967,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9431023682424535, 0.005217762176406309], [0.005465147557678291, 0.942939864912996]]"
Detsky Sad - Walkie Talkie,mixture,24.74761073790372,16.65306819197116,7.146313507357272,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9355419830085969, 0.00988634411712799], [0.010177553747553563, 0.9347048431080359]]"
