,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,23.982329888408394,15.84356533418536,7.164967068853228,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9184215132121476, 0.022307226718927136], [0.019567194812240767, 0.9228976155205424]]"
Al James - Schoolboy Facination,mixture,24.170114180258572,15.015189180528123,7.682670279726945,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9279856375388691, 0.012896231522968725], [0.011439608055181343, 0.9311485693792871]]"
Angels In Amplifiers - I'm Alright,mixture,24.90784598107531,17.35427170322,6.543013301988606,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9409371606797136, 0.004360590868624119], [0.004211982538195269, 0.9403487024646309]]"
Arise - Run Run Run,mixture,25.77208431972555,25.162536149534326,3.4895373725516188,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9455730665712999, 0.003540638838826697], [0.005299009510482806, 0.9440253608180116]]"
BKS - Bulldozer,mixture,25.386354778431492,19.41170586332699,5.054955207937313,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9434530434858358, 0.003742737034153406], [0.004109600201381404, 0.9434120092120296]]"
BKS - Too Much,mixture,24.58037190944492,17.689244852807796,5.529487909837966,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9263729759920749, 0.015341729950615687], [0.008597777215413495, 0.9388776151876546]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,25.348341806785882,19.427774869404857,2.889420241467779,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9425155565533074, 0.004495685012757633], [0.0044788662720948455, 0.9398757567669918]]"
Bobby Nobody - Stitch Up,mixture,25.28363090705187,19.825439597419464,3.9148971894571325,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9292881287169161, 0.016421379604054626], [0.015335442279959038, 0.9331702948761458]]"
Buitraker - Revo X,mixture,25.457659534258287,20.453893826732855,4.3194372171473105,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9435799868153938, 0.003658778119904859], [0.003782191271506117, 0.9427609546816355]]"
Carlos Gonzalez - A Place For Us,mixture,25.462494330678147,20.298564879264166,4.136932918563214,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9453769662596677, 0.0015019643633175151], [0.0013003210315315292, 0.9458354388708574]]"
Cristina Vane - So Easy,mixture,25.666777964717756,23.785079944178847,2.9054668997355275,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9430750848014919, 0.005102148526854382], [0.005817106798580963, 0.9428545012665572]]"
Detsky Sad - Walkie Talkie,mixture,24.78206628020464,16.696913020457238,7.1180309383158775,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9353339766468982, 0.009992902400081627], [0.010807737024015527, 0.9350970377400283]]"
Enda Reilly - Cur An Long Ag Seol,mixture,25.49145536154521,21.48729366997637,4.4096321105359975,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9391022653956237, 0.009271811179155865], [0.010811147159091853, 0.9365561043156645]]"
Forkupines - Semantics,mixture,25.08044692221027,17.47228896631013,6.72126371366914,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9364072838457123, 0.008870192678772147], [0.00925184867878576, 0.937924618287461]]"
Georgia Wonder - Siren,mixture,24.149601401893534,15.807041088414838,7.880877417554683,"[[0.0, 0.0], [0.0, 0.0]]","[[0.927238084394471, 0.009134640301838635], [0.004639506533666572, 0.9404843297922658]]"
Girls Under Glass - We Feel Alright,mixture,25.02258306842026,17.59839180616445,6.583964404764876,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9386772242445659, 0.006295984333595704], [0.004306316404127215, 0.9421391713892202]]"
Hollow Ground - Ill Fate,mixture,25.737179204097004,22.73945882900771,3.9239851151874725,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9436292845595381, 0.005339957691248926], [0.0045277789212280935, 0.9440819941315621]]"
James Elder & Mark M Thompson - The English Actor,mixture,25.62794717609552,23.309783170357967,2.573704041014937,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9465631907017024, 0.0019054300460629673], [0.0028924289637797394, 0.9462328658747517]]"
Juliet's Rescue - Heartbeats,mixture,25.341561819345465,20.054758590026452,4.976130525015453,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9426141210265468, 0.003972656901416016], [0.0032279661367986133, 0.9436936033856191]]"
Little Chicago's Finest - My Own,mixture,4.432153267217579,4.601362755051653,13.736281189081375,"[[0.0, 0.0], [0.0, 0.0]]","[[0.4114562037478785, 0.36350736449972165], [0.2745821997202618, 0.5747909352085672]]"
Louis Cressy Band - Good Time,mixture,25.254566647346422,18.747793863261137,4.694712653628187,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9440210455282412, 0.001562424312132111], [0.0012877376834476229, 0.9448609413610716]]"
Lyndsey Ollard - Catching Up,mixture,25.719085877744526,23.538176250321982,1.4196571246426708,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9461088084844637, 0.0026251435861985506], [0.0023198193202951193, 0.9463907329768617]]"
M.E.R.C. Music - Knockout,mixture,24.920892502613267,17.780607132498282,5.450342429432995,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9400697901658557, 0.004449828331732098], [0.004046382619428221, 0.9413241229621123]]"
Moosmusic - Big Dummy Shake,mixture,24.906499689040878,18.259567222735313,7.9782508147526245,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9278076484066518, 0.016248479549552556], [0.015958953937261867, 0.9305133328990254]]"
Motor Tapes - Shore,mixture,25.59151391439112,22.05130279503421,3.709144511107404,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9457592436292417, 0.001982835907831246], [0.0019269312719597475, 0.9457577711384078]]"
Mu - Too Bright,mixture,25.09622241627462,18.7119426207613,4.8921548480380235,"[[0.0, 0.0], [0.0, 0.0]]","[[0.935646415213498, 0.008074013063944202], [0.006273503109338782, 0.9397667220953485]]"
Nerve 9 - Pray For The Rain,mixture,25.69773845666972,23.339978084503112,2.575232505083423,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9452368394609058, 0.002603130988546435], [0.002866571312383073, 0.9457354544246557]]"
PR - Happy Daze,mixture,25.446256185919015,19.476761517221266,7.879329931207909,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9251929202768622, 0.02162597538357986], [0.01993569189946777, 0.9271128603776003]]"
PR - Oh No,mixture,25.245345852513612,18.26064001213689,6.7011072856354605,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9044261218524484, 0.02417067753841442], [0.055719347269260755, 0.9183116433958861]]"
Punkdisco - Oral Hygiene,mixture,25.55314474098366,22.286578440949004,3.117897728772917,"[[0.0, 0.0], [0.0, 0.0]]","[[0.930714344265362, 0.017166704585712414], [0.020200355304984763, 0.9281645035762298]]"
Raft Monk - Tiring,mixture,25.444927481909836,19.554483815077187,6.2379189570752445,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9434704329832416, 0.0038519841306497906], [0.0036832222113465764, 0.9438729704158468]]"
Sambasevam Shanmugam - Kaathaadi,mixture,25.848917580495247,26.74511430390659,2.252647957952843,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9480277278640912, 0.001061053513516996], [0.0011928640393240545, 0.9482220999809935]]"
Secretariat - Borderline,mixture,25.194786917740466,18.99939819527057,4.841173400459729,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9366363593659396, 0.009097030561933594], [0.008257597833937844, 0.9383408019946099]]"
Secretariat - Over The Top,mixture,23.871811088465442,16.376911210692356,9.153389504117726,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9201365990055477, 0.02384856319143903], [0.03323549385360371, 0.9073375369421228]]"
Side Effects Project - Sing With Me,mixture,25.008799705316136,18.294412782320503,5.282908817728348,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9255143035600166, 0.0191229759435632], [0.0211014979884518, 0.9259838572902269]]"
Signe Jakobsen - What Have You Done To Me,mixture,25.4035888652229,19.215481012308622,3.8057346530024727,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9409603279047631, 0.005343338381659542], [0.0053598169075102535, 0.941755556886495]]"
Skelpolu - Resurrection,mixture,24.397586976968434,18.450938856520615,6.840156461899791,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9272991092977649, 0.015167136409888163], [0.019759450965365626, 0.9182254154585331]]"
Speak Softly - Broken Man,mixture,25.14068002356588,20.902104008431976,4.562852455595006,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9368895197975056, 0.005494233901493956], [0.0016763546003308442, 0.9417305783476964]]"
Speak Softly - Like Horses,mixture,25.594371330873038,23.521681245977554,3.5676761046956016,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9320252881537723, 0.014324266247559432], [0.003230655033554853, 0.9450450827382447]]"
The Doppler Shift - Atrophy,mixture,25.626040022417182,22.531648826546448,3.853013977725567,"[[0.0, 1.0], [-1.0, 0.0]]","[[0.9454189458128123, 0.0021286814189753317], [0.002115835484459655, 0.945833280891483]]"
The Easton Ellises (Baumi) - SDRNR,mixture,24.083018353124153,14.512022208868718,8.810773296055654,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9356247247816023, 0.006598122946719333], [0.009618239231174205, 0.9290385180839287]]"
The Easton Ellises - Falcon 69,mixture,25.353383230143724,19.318404129348448,6.580560219865777,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9376610422167033, 0.009144493864342743], [0.008533352213951422, 0.9387219056677013]]"
The Long Wait - Dark Horses,mixture,25.535001265564965,22.260397061829103,2.769389471102774,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9371975475894064, 0.010701442700157049], [0.010007081616996392, 0.9376898904218345]]"
The Mountaineering Club - Mallory,mixture,25.750610937909254,22.993005754425866,2.4796394538237716,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9452914432704481, 0.002741353009609956], [0.002755483712871882, 0.9455118748668234]]"
The Sunshine Garcia Band - For I Am The Moon,mixture,25.5703431842453,22.05213847823051,3.713674507706088,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9339079905494964, 0.012043443291140623], [0.009546058061198955, 0.9386584052245104]]"
Timboz - Pony,mixture,24.84870310579757,15.974033951170126,7.422336558444241,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9398839696016698, 0.005840210690435992], [0.005603070156212344, 0.9400748688269621]]"
Tom McKenzie - Directions,mixture,25.609366267287605,22.667899404574396,3.3068200186079637,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9391167541328617, 0.009640555248001295], [0.005038977901831046, 0.9437579928383679]]"
Triviul feat. The Fiend - Widow,mixture,24.998526020074134,18.383263221389935,5.228762592059635,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9341675160632286, 0.010566157847801854], [0.008352965868394695, 0.9365148413214147]]"
We Fell From The Sky - Not You,mixture,25.17191873863942,18.04126563207094,5.5105868466148396,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9382186738329819, 0.008620365838220533], [0.009028867419267719, 0.9374596286595281]]"
Zeno - Signs,mixture,25.402822692088215,20.0522445172442,4.774427447827046,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9401366911431341, 0.006261262857465434], [0.006689069690872145, 0.9404182280698759]]"
