,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,54.63396371276376,26.78219953207345,2.438955250824031,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9965249725754881, 0.002183014133392478], [0.0012856190777653376, 0.9977868307193938]]"
Al James - Schoolboy Facination,mixture,61.88359554659591,28.587392961478802,1.7145776322630508,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9987100532372466, 0.000741985655679524], [0.0005637487707788895, 0.9991709404765141]]"
Angels In Amplifiers - I'm Alright,mixture,66.80780511247951,31.653860568749316,1.3801346264419796,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9995255203015035, 0.0001985541627568258], [0.00025302988716137626, 0.9995437386724555]]"
Arise - Run Run Run,mixture,69.017463345772,37.27690712286201,0.9101086434252235,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9995094161880297, 0.00031345247632575296], [0.0005119568709721735, 0.9993284635465048]]"
BKS - Bulldozer,mixture,69.25382150750157,34.41572754652937,0.988855833738293,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9996082363527764, 0.00022550412036879706], [0.00017202032995210725, 0.9996923143041823]]"
BKS - Too Much,mixture,56.89403461898823,28.620344651420368,1.571599119218252,"[[0.0, 0.0], [0.0, 0.0]]","[[0.996957083613981, 0.0019534546023482198], [0.0005640499663020366, 0.9991790508287527]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,69.32127893373364,34.13023139379224,0.5241602315566608,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9995906518889314, 0.0001672242092440877], [0.00027607810110667405, 0.9994248917101576]]"
Bobby Nobody - Stitch Up,mixture,64.56701720278917,33.57139897583072,0.7937804939025042,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9988743789085137, 0.0009021088952861872], [0.0010952119915779873, 0.9989435223498719]]"
Buitraker - Revo X,mixture,70.28134657558874,36.27340290976634,0.7469598568858942,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9997403165306924, 0.000158644301330616], [0.0001244663282968824, 0.9997374102829161]]"
Carlos Gonzalez - A Place For Us,mixture,72.25419414168633,35.80254789728416,0.7402981054326423,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9998117867711068, 4.808253541194353e-05], [2.9864878322920245e-05, 0.9998029395093047]]"
Cristina Vane - So Easy,mixture,72.11726089835471,38.0158822154913,0.5905512318413627,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9997285386136296, 0.00021409251502736517], [0.0002911266565842173, 0.9996387384631439]]"
Detsky Sad - Walkie Talkie,mixture,69.31469444292406,34.23157451110183,1.0815605465381373,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9996396925410419, 0.00025915976282520975], [0.0003110791950619505, 0.9995816766835187]]"
Enda Reilly - Cur An Long Ag Seol,mixture,63.28906905923191,32.80796507838044,1.209921526679553,"[[0.0, 0.0], [0.0, 0.0]]","[[0.999520385446392, 0.0004400894620083259], [0.001069195731666042, 0.9984575588354123]]"
Forkupines - Semantics,mixture,70.58899250860789,34.69007107160766,1.084151012444306,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9996269453821837, 0.00027372790477843195], [0.00024362266122002568, 0.9996409587775462]]"
Georgia Wonder - Siren,mixture,61.23944041900891,28.16313450663707,2.0172999632984214,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9987989838290692, 0.0004275779171999074], [0.0003150246835988562, 0.9993929926515908]]"
Girls Under Glass - We Feel Alright,mixture,67.97772045015466,32.33041089995495,1.2959045908978433,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9994695002656784, 0.00024670536830537725], [0.00024138635980212127, 0.9995851426117399]]"
Hollow Ground - Ill Fate,mixture,72.74352273473619,37.25851119291578,0.7953393806190349,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9996264694462293, 0.0002780158529700003], [0.0003418533950930905, 0.9995872719235859]]"
James Elder & Mark M Thompson - The English Actor,mixture,71.80061287017944,40.04774247851251,0.3760978900098936,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9998120044877321, 7.774512076938474e-05], [0.00015692007574478293, 0.999792893306188]]"
Juliet's Rescue - Heartbeats,mixture,69.56054171150429,34.30383406724065,0.9935357775428524,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9995791353735148, 0.00017671434618345852], [7.351938305653331e-05, 0.999747862484076]]"
Little Chicago's Finest - My Own,mixture,6.22425237151821,1.094787633904688,18.954177898764307,"[[0.0, 1.0], [-1.0, 0.0]]","[[0.41045156714902514, 0.10978508336392877], [-0.09607867681637088, 0.6870391177057222]]"
Louis Cressy Band - Good Time,mixture,70.07009791850493,34.93470965298567,0.7718232031635612,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9998048039903269, 4.476414549025769e-05], [4.498975229516329e-05, 0.9997727548299046]]"
Lyndsey Ollard - Catching Up,mixture,74.39361389183134,40.503559419788004,0.21092713620847442,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9998488432354132, 0.00010866075397990881], [9.593154258851835e-05, 0.999856377246116]]"
M.E.R.C. Music - Knockout,mixture,66.1382576534661,30.975208326840146,1.1876772603104668,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9994645227047231, 0.0001644217267294025], [0.00019413720459382787, 0.999514053694784]]"
Moosmusic - Big Dummy Shake,mixture,65.51763167414792,33.94596231159166,1.367739709844766,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9989486552031259, 0.0009122044786979696], [0.0009848839003415246, 0.9988924010858141]]"
Motor Tapes - Shore,mixture,74.83748804484472,38.30459660306889,0.5963340364120386,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9997804090390039, 0.00010335516161124885], [9.230630188968389e-05, 0.9998394689745549]]"
Mu - Too Bright,mixture,65.05277414356601,34.826569985407204,0.8398577007211865,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9990952003887132, 0.0005854226501588033], [0.00021545613440732418, 0.999333621196423]]"
Nerve 9 - Pray For The Rain,mixture,73.89594645971574,39.99503187360879,0.3619224589509358,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9997823923425135, 0.00014852146448810288], [0.0001351238096336311, 0.999844102180297]]"
PR - Happy Daze,mixture,70.91174074261431,34.950052116983464,1.3961594676605655,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9992253660130023, 0.000543264610124251], [0.000420052813130461, 0.9994132689595809]]"
PR - Oh No,mixture,65.10598060503762,32.06867442700455,1.4315470094713914,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9979376909681826, 0.0011950593877116786], [0.002800450479555086, 0.9982219051196815]]"
Punkdisco - Oral Hygiene,mixture,68.79358833519245,37.00624930969009,0.6182995992086873,"[[0.0, 0.0], [0.0, 0.0]]","[[0.998580821766135, 0.001228492249760951], [0.0014174040972239677, 0.9985068079191861]]"
Raft Monk - Tiring,mixture,73.60235963104743,36.27326321928526,0.977687861089366,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9997817032237872, 0.00011243771423096384], [9.973240291922985e-05, 0.99981513713546]]"
Sambasevam Shanmugam - Kaathaadi,mixture,75.33058129758803,42.25746977030213,0.41277531832202385,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9998522494519564, 5.4574532930297775e-05], [3.907696383000117e-05, 0.9998863094411581]]"
Secretariat - Borderline,mixture,65.34521421112296,32.882948666408815,1.2077299851623278,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9990079482715941, 0.0007083484277569465], [0.0005489088996480544, 0.9993141878736114]]"
Secretariat - Over The Top,mixture,52.9007783607965,27.08091841193881,2.80884947261392,"[[0.0, 0.0], [0.0, 0.0]]","[[0.997043297993254, 0.002232753310630179], [0.003573421503564404, 0.9953425967024571]]"
Side Effects Project - Sing With Me,mixture,65.21067224995039,32.88216899732346,1.0401268520877487,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9988753776876222, 0.000944700571999691], [0.000736534484736416, 0.9991095140383491]]"
Signe Jakobsen - What Have You Done To Me,mixture,70.48881581570622,35.559974294361055,0.6425452720980026,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9996253392714616, 0.0002509304740995712], [0.00026674636487013, 0.9996184917123463]]"
Skelpolu - Resurrection,mixture,57.373740107862645,27.509002560404607,1.6240728458075155,"[[0.0, 0.0], [0.0, 0.0]]","[[0.999032225569185, 0.0005741698017204507], [0.002229081936671534, 0.9973651192486814]]"
Speak Softly - Broken Man,mixture,50.61840036152578,25.589815195917392,2.9924538044171793,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9944641845674762, 0.0022145561621555246], [-0.0018739216392209392, 0.998945591776884]]"
Speak Softly - Like Horses,mixture,68.10753015911891,36.58520290715746,0.8426437323444448,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9987027954081956, 0.0009874019618257854], [0.0006563033011076393, 0.9992618279001069]]"
The Doppler Shift - Atrophy,mixture,70.81441825294232,36.5389777743508,0.7530788825016038,"[[0.0, 1.0], [-1.0, 0.0]]","[[0.9996456042394654, 8.017401577312245e-05], [7.574287637805862e-05, 0.9997147786529406]]"
The Easton Ellises (Baumi) - SDRNR,mixture,66.73894508498016,29.99352067423398,1.492056115677305,"[[0.0, 0.0], [0.0, 0.0]]","[[0.999618922442807, 0.00019912052831359839], [0.00019813045308849346, 0.9994774953391828]]"
The Easton Ellises - Falcon 69,mixture,71.73107914315091,36.18469511816619,0.9957392453286115,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9995837908106832, 0.0003193242220746303], [0.0002959321798140974, 0.9996171020238728]]"
The Long Wait - Dark Horses,mixture,67.98369531842195,36.15013482709172,0.6151347074511493,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9991540582907135, 0.000765246592540873], [0.0007251779345481405, 0.999130249423769]]"
The Mountaineering Club - Mallory,mixture,75.14967474843199,39.526940215475975,0.430734538921836,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9998057419895218, 0.00011785227843283385], [0.00011181350868399222, 0.9998156155713028]]"
The Sunshine Garcia Band - For I Am The Moon,mixture,71.09744315812935,37.43475429083746,0.6560967800049082,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9992354796148597, 0.0005431819658796147], [0.0005114104189115011, 0.9993829217561097]]"
Timboz - Pony,mixture,67.9464345631537,32.07320987245851,1.2622082946679805,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9996304571173185, 0.00027087916605913315], [0.00032355499302584047, 0.9995710373666878]]"
Tom McKenzie - Directions,mixture,66.80444209061194,35.349058231927174,0.8462394016884196,"[[0.0, 0.0], [0.0, 0.0]]","[[0.999327370421683, 0.00059867821516834], [0.00019973257242135174, 0.9997963165106711]]"
Triviul feat. The Fiend - Widow,mixture,62.53087507256507,30.630970906191237,1.2956257454827755,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9989219906018953, 0.0003011403062696643], [0.00018304968814620204, 0.9991492237248832]]"
