,spr/num,spr/cal,sfr/num,sfr/cal,true_angle,est_angle,est_deviation,file
27,-4.157,-3.268,-2.234,-2.89,0.0,-4.0,-4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
28,-4.226,-3.194,-2.179,-2.946,0.0,-3.0,-3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
29,-4.291,-3.174,-2.132,-2.959,0.0,-2.0,-2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
30,-4.353,-3.154,-2.097,-2.987,0.0,-1.0,-1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
31,-4.407,-3.121,-2.08,-3.045,0.0,0.0,0.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
32,-4.413,-3.196,-2.093,-2.996,0.0,1.0,1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
33,-4.389,-3.184,-2.125,-3.03,0.0,2.0,2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
34,-4.345,-3.149,-2.166,-3.084,0.0,3.0,3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
35,-4.285,-3.208,-2.217,-3.047,0.0,4.0,4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
36,-4.227,-3.21,-2.272,-3.069,0.0,5.0,5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
37,-4.171,-3.181,-2.327,-3.12,0.0,6.0,6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
38,-4.124,-3.277,-2.373,-3.045,0.0,7.0,7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
39,-4.082,-3.259,-2.398,-3.058,0.0,8.0,8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
40,-4.055,-3.297,-2.41,-3.014,0.0,9.0,9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
41,-4.027,-3.247,-2.417,-3.041,0.0,10.0,10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/sa2.wav
42,-3.274,-2.156,-2.97,-4.338,0.0,-10.0,-10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
43,-3.364,-2.169,-2.937,-4.382,0.0,-9.0,-9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
44,-3.436,-2.161,-2.9,-4.433,0.0,-8.0,-8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
45,-3.488,-2.185,-2.862,-4.405,0.0,-7.0,-7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
46,-3.521,-2.277,-2.823,-4.248,0.0,-6.0,-6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
47,-3.539,-2.259,-2.773,-4.23,0.0,-5.0,-5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
48,-3.531,-2.246,-2.728,-4.18,0.0,-4.0,-4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
49,-3.512,-2.184,-2.682,-4.192,0.0,-3.0,-3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
50,-3.494,-2.164,-2.635,-4.14,0.0,-2.0,-2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
51,-3.49,-2.146,-2.591,-4.102,0.0,-1.0,-1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
52,-3.476,-2.121,-2.569,-4.095,0.0,0.0,0.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
53,-3.42,-2.179,-2.596,-3.978,0.0,1.0,1.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
54,-3.366,-2.174,-2.645,-3.99,0.0,2.0,2.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
55,-3.334,-2.15,-2.69,-4.048,0.0,3.0,3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
56,-3.312,-2.198,-2.743,-4.019,0.0,4.0,4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
57,-3.314,-2.202,-2.782,-4.071,0.0,5.0,5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
58,-3.286,-2.176,-2.846,-4.163,0.0,6.0,6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
59,-3.274,-2.248,-2.901,-4.106,0.0,7.0,7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
60,-3.268,-2.233,-2.927,-4.156,0.0,8.0,8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
61,-3.266,-2.262,-2.943,-4.13,0.0,9.0,9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
62,-3.248,-2.224,-2.958,-4.188,0.0,10.0,10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1027.wav
63,-3.048,-2.599,-2.762,-3.179,0.0,-10.0,-10.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
64,-3.123,-2.612,-2.757,-3.246,0.0,-9.0,-9.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
65,-3.217,-2.603,-2.742,-3.344,0.0,-8.0,-8.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
66,-3.318,-2.626,-2.722,-3.406,0.0,-7.0,-7.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
67,-3.417,-2.728,-2.695,-3.365,0.0,-6.0,-6.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
68,-3.517,-2.706,-2.652,-3.449,0.0,-5.0,-5.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
69,-3.592,-2.697,-2.608,-3.483,0.0,-4.0,-4.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
70,-3.648,-2.632,-2.56,-3.559,0.0,-3.0,-3.0,/home/kwatchar3/data/timit/timit/train/dr1/fcjf0/si1657.wav
