,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,33.74150451956393,15.551542640114267,7.724029338354173,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9723472510789426, 0.012870767274185603], [0.026266956732891922, 0.9648332001235166]]"
Al James - Schoolboy Facination,mixture,35.78673569522275,15.603150091718444,7.320056021700141,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9765139183297942, 0.011292975116697256], [0.00952950031428806, 0.9803752640130716]]"
Angels In Amplifiers - I'm Alright,mixture,39.10363747844703,17.03321158507696,6.997316309246534,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9877442155917115, 0.002990527280272357], [0.006438189817401529, 0.9865503303378479]]"
Arise - Run Run Run,mixture,40.058695960360474,20.518570836072442,6.143027703665969,"[[0.0, 0.0], [0.0, 0.0]]","[[0.973245786592405, 0.021912596020878763], [-1.9799506440131326e-06, 0.9948124849562192]]"
BKS - Bulldozer,mixture,40.05781310703039,18.539381077395728,5.629759987045269,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9866474225054077, 0.008441112335632385], [0.004407939551707355, 0.9897949103717403]]"
BKS - Too Much,mixture,35.8812663698687,17.181091327107637,6.090833154398238,"[[0.0, 0.0], [0.0, 0.0]]","[[0.969973031396966, 0.020378893747598485], [0.001311573564304306, 0.9920798861429805]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,39.93786536428772,18.435494878276835,3.2295171737529875,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9820701582771376, 0.011713754023945647], [0.006614609181808458, 0.9863767934220189]]"
Bobby Nobody - Stitch Up,mixture,37.531733227395996,19.14309969423669,4.475101360650388,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9638680027416997, 0.03205758978507146], [0.017117402850389173, 0.9806538060283108]]"
Buitraker - Revo X,mixture,37.444074902902045,18.90412427856266,5.306788417705405,"[[0.0, 0.5], [0.0, 0.0]]","[[0.9774311052050006, 0.021498618841513276], [-0.005343873508487657, 0.9974727857072562]]"
Carlos Gonzalez - A Place For Us,mixture,40.256411646803556,18.207773489717116,5.42640946284533,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9886007684329894, 0.0018798579393386969], [0.0017019459314307546, 0.9878640992635892]]"
Cristina Vane - So Easy,mixture,37.41433540976514,20.010174533969717,4.76465723680638,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9630582872947981, 0.03569054081827509], [-0.007635778353172295, 1.0007885456342485]]"
Detsky Sad - Walkie Talkie,mixture,34.53509680439764,15.643320267786393,8.60667409184044,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9709632567266524, 0.01850158254833627], [0.006217088154625866, 0.9832605403175261]]"
Enda Reilly - Cur An Long Ag Seol,mixture,40.54593308288368,20.0977553084265,5.245821079091207,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9832533739250411, 0.013192661633967116], [0.012833025612243424, 0.9824266984347021]]"
Forkupines - Semantics,mixture,37.79179647755403,17.319161158388905,7.888294185255757,"[[0.0, 0.0], [0.0, 0.0]]","[[0.97984203559355, 0.013655736472997816], [0.011366711807354218, 0.9813819302867705]]"
Georgia Wonder - Siren,mixture,36.07705369393494,15.639168238216694,8.426116256970742,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9785439608821546, 0.0061714674590441845], [0.005685563345022202, 0.9853990580013213]]"
Girls Under Glass - We Feel Alright,mixture,38.484670138072126,17.51555018463136,6.96910515653032,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9822479401352431, 0.011094998464406529], [0.00926994169443792, 0.9843401053569216]]"
Hollow Ground - Ill Fate,mixture,39.89692778171638,20.040605948365112,5.765968090578654,"[[0.0, 0.0], [0.0, 0.0]]","[[0.986498519250808, 0.01109837418416272], [0.01833644289487703, 0.9809547006059374]]"
James Elder & Mark M Thompson - The English Actor,mixture,,,3.968631932147286,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9921508922901981, 0.003174891854525478], [0.00638365722843203, 0.9894461424502868]]"
Juliet's Rescue - Heartbeats,mixture,39.96000357571204,18.73655890783011,6.045949532884708,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9845859758928545, 0.007969952398475734], [0.0, 0.9920717886017683]]"
Little Chicago's Finest - My Own,mixture,5.955402738902764,0.8432517803561859,19.004941225279218,"[[0.0, 1.0], [0.0, 0.0]]","[[0.3973773268644967, 0.12043964265221532], [-0.08950268785137988, 0.6677179641442512]]"
Louis Cressy Band - Good Time,mixture,39.941891947831294,17.768680861612076,5.6549364479165165,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9879535755726059, 0.004681064307637116], [0.0002899018063405385, 0.9916183563744374]]"
Lyndsey Ollard - Catching Up,mixture,42.55218134711863,20.892096696846167,2.0488820823625487,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9861314508796166, 0.010661326160771964], [0.0039341393721590255, 0.993255155178391]]"
M.E.R.C. Music - Knockout,mixture,38.25563759132453,16.77534083080601,6.35449049294383,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9865090302692132, 0.0031952419790589595], [0.006592030315504393, 0.9852100132954984]]"
Moosmusic - Big Dummy Shake,mixture,35.508110769293125,18.15799201222357,8.207639647642031,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9484147913961393, 0.04168426432400632], [0.010913523681316062, 0.9789903669756099]]"
Motor Tapes - Shore,mixture,42.17400945643029,19.391167977666083,5.201582568038851,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9891007373768774, 0.004790865254232573], [0.0011066005077872186, 0.9915299900885918]]"
Mu - Too Bright,mixture,36.862290549419555,18.438589282528945,5.799784010398524,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9753027231980849, 0.015221019875510475], [0.002931318181403755, 0.9903048552332971]]"
Nerve 9 - Pray For The Rain,mixture,41.650841516814396,20.754202680533012,3.523788355659683,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9821777753203376, 0.015223717863146868], [0.000521383980345663, 0.9948131991453614]]"
PR - Happy Daze,mixture,39.74541731118434,21.08270083851221,6.95185157114219,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9576641782703136, 0.036543193310149415], [0.0376236213244692, 0.9588138230677177]]"
PR - Oh No,mixture,38.468245492167725,20.76771241228775,5.133507933703005,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9518043470120033, 0.020253470608184523], [0.0783172053516069, 0.9536648742151559]]"
Punkdisco - Oral Hygiene,mixture,32.53253072494551,16.20663191592671,7.786007850633393,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9654156143526671, 0.012782983304801054], [0.06887728808739102, 0.9096699301505095]]"
Raft Monk - Tiring,mixture,39.66657378110314,18.31809749681309,7.146587685053742,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9843882030589721, 0.010433099256573368], [0.00242342288125865, 0.9917933847835333]]"
Sambasevam Shanmugam - Kaathaadi,mixture,45.78114933722012,22.392317652650977,3.8061260080138855,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9942919085802902, 0.002386970713961608], [0.004472821599783192, 0.9936409082166178]]"
Secretariat - Borderline,mixture,38.058469230514106,17.9353201610978,6.121111652299505,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9765398007341188, 0.015850389596252235], [0.01575068529079754, 0.9804364878578846]]"
Secretariat - Over The Top,mixture,33.159640235794974,16.130786042313698,9.951313928948554,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9667660813230299, 0.026139323241898688], [0.030506672911735568, 0.9578980811906324]]"
Side Effects Project - Sing With Me,mixture,37.106311130048944,17.711051140847317,5.894713737031157,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9696606213783651, 0.021742647875975664], [0.017787775209095233, 0.9770277869940058]]"
Signe Jakobsen - What Have You Done To Me,mixture,38.7281624654609,18.545319668559117,4.581742992170369,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9809882660627662, 0.012596324951310993], [0.0025098012225519923, 0.9895001757697645]]"
Skelpolu - Resurrection,mixture,35.62511518094925,17.415283278665523,8.041878643652826,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9703394422939269, 0.01898710624678184], [0.0321992158915461, 0.9545201919310042]]"
Speak Softly - Broken Man,mixture,40.262289440441904,19.91515002836923,5.228644432278551,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9746235803169688, 0.01500168872594649], [0.005553579633870634, 0.9856977429781749]]"
Speak Softly - Like Horses,mixture,42.384445434954145,21.282745714993922,4.251095875374045,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9741065782400583, 0.021686160172878496], [0.014372795843024094, 0.9825704228538099]]"
The Doppler Shift - Atrophy,mixture,38.903853202457796,20.103423928322034,5.439983081984238,"[[0.0, 1.0], [-1.0, 0.0]]","[[0.9796833001200664, 0.014785069962174862], [-0.0035862387788724967, 0.9971308133598377]]"
The Easton Ellises (Baumi) - SDRNR,mixture,36.0221035409632,15.397694869833664,8.666299357429482,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9800453426842967, 0.008797816525745178], [0.008287632401886886, 0.9794315129593627]]"
