,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,38.67939646826865,18.912255508029723,5.286770716393145,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9899216922786415, 0.0022794956673416094], [0.016556320889873466, 0.9799998109988094]]"
Al James - Schoolboy Facination,mixture,41.35022618098547,18.506181855054393,5.184899876841043,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9875045579556627, 0.006542699122386355], [0.004339069866133314, 0.989811572039816]]"
Angels In Amplifiers - I'm Alright,mixture,43.459267453318034,19.667410285749604,5.177318944525744,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9936417245994031, 0.001089919126655724], [0.0033555482519325615, 0.9928471404522624]]"
Arise - Run Run Run,mixture,41.94653215830749,22.325739986717267,4.992675275286484,"[[0.0, 0.0], [0.0, 0.0]]","[[0.979837573634899, 0.016550896725688408], [-0.00454805031280801, 0.9993862580094162]]"
BKS - Bulldozer,mixture,43.652331301469054,21.096602356249086,4.193264671739993,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9920450263936, 0.005542202273693063], [0.000943003789076892, 0.9949621810889273]]"
BKS - Too Much,mixture,40.38309124333479,20.297628754341407,4.436617013676208,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9822277583123545, 0.013205718016914239], [-0.0026672280338808745, 0.9981181332129823]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,44.4378048205298,21.034100893654433,2.4422878860656994,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9888493332679451, 0.007075755401532703], [0.0017478881382642347, 0.9941391283905898]]"
Bobby Nobody - Stitch Up,mixture,41.9066641965096,21.459476662351296,3.4109740607862724,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9780249216679797, 0.019011539719601813], [0.00603862407597458, 0.990922666887802]]"
Buitraker - Revo X,mixture,39.3846936359275,21.35225889467378,4.1540450119761125,"[[0.0, 1.0], [0.0, 0.0]]","[[0.9813651461591971, 0.019154395775143915], [-0.009591397923084312, 1.0030166152225988]]"
Carlos Gonzalez - A Place For Us,mixture,44.013829307027265,20.561557611884208,4.081786165532311,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9923274223820926, 0.0002816150234260909], [0.00037048030531568155, 0.993143833607424]]"
Cristina Vane - So Easy,mixture,38.66320915148836,21.53271346805201,4.017000868194874,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9703694754201307, 0.02800512353299405], [-0.014438185088818337, 1.0075026653272636]]"
