,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,43.98093509706564,24.119760113791862,3.016077827483974,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9987096536110149, -0.0031379822848934835], [0.009168541327833266, 0.9891625612635693]]"
Al James - Schoolboy Facination,mixture,51.78192701905532,25.603676997968435,2.487385300358792,"[[0.0, 0.0], [0.0, 0.0]]","[[0.996263663741752, 0.0016749055422736509], [-4.9469800144582444e-05, 0.9983311324199533]]"
Angels In Amplifiers - I'm Alright,mixture,51.298635843780716,25.463610473966888,2.714631548672721,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9980444105394839, -0.00047929218915218434], [0.001241896303373873, 0.9972866182459047]]"
Arise - Run Run Run,mixture,43.6494370148274,25.26019042447176,3.5256681086391257,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9841052534853485, 0.014082638142955356], [-0.008548655648815972, 1.003625936623632]]"
BKS - Bulldozer,mixture,47.793118282198805,26.314430957557366,2.3438570106468,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9957254121868605, 0.003309073547405891], [-0.0021337751438674528, 0.999319932054017]]"
BKS - Too Much,mixture,44.61420777198196,25.58649053943465,2.432809114107032,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9898457790514646, 0.008886255140936876], [-0.006259008657647517, 1.001959201107518]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,50.41760704891966,26.368532274705053,1.4320432870361315,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9945168132866786, 0.0037294758588211196], [-0.0006514036230978321, 0.9993240190286327]]"
Bobby Nobody - Stitch Up,mixture,47.33104698263964,27.14066245416133,1.7643833745252167,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9880769629559858, 0.01106198649833693], [-0.0019746275145597417, 1.0002713074404554]]"
Buitraker - Revo X,mixture,40.348657402961074,26.690772451161557,2.5516562705196018,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9864185771072452, 0.015688192679632264], [-0.011706474453757724, 1.0058046887347742]]"
Carlos Gonzalez - A Place For Us,mixture,48.268014788361675,24.39787722449799,2.3715679914183245,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9963108128420607, -0.0009106822361806563], [-0.0008244002153583428, 0.9967312765230474]]"
Cristina Vane - So Easy,mixture,39.39736354606739,24.242599721914807,3.013543386732866,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9738532514138987, 0.023633774511525405], [-0.019947918435299843, 1.0142222509664274]]"
Detsky Sad - Walkie Talkie,mixture,50.2069216687049,26.729570564297262,2.868235538378756,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9953097499064132, 0.003690116452286461], [-0.0005879804093229476, 0.9990721524233653]]"
Enda Reilly - Cur An Long Ag Seol,mixture,50.132022744302056,27.313581395706077,2.3506133069951702,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9957671031010434, 0.0030478665236982347], [0.0014492354108457482, 0.996254527811458]]"
Forkupines - Semantics,mixture,50.48838231093785,25.494575971429644,3.168042815341816,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9965572801018243, 0.0013543367164455028], [0.0005437197666288639, 0.9974336733531068]]"
