,,SSR,SRR,cost,shift,scale
AM Contra - Heart Peripheral,mixture,43.78033576311505,24.083821786872498,3.0037256506525782,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9996717173897043, -0.003909150380592411], [0.008919126783910266, 0.9898071842062248]]"
Al James - Schoolboy Facination,mixture,51.87840357860124,25.450022517672956,2.5278549214750274,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9969509233138953, 0.0012108300650246963], [-0.0005249450691837969, 0.9982684083924214]]"
Angels In Amplifiers - I'm Alright,mixture,51.07891528947595,25.24876247501708,2.7603527781913337,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9981263957034539, -0.0009825898958979494], [0.0009859741422231245, 0.9972651254606316]]"
Arise - Run Run Run,mixture,43.2519842939935,25.205525507089654,3.5712018175382534,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9844038605162697, 0.01350348867884581], [-0.011121001952681595, 1.0061677507980111]]"
BKS - Bulldozer,mixture,47.62855956406011,26.292697390672753,2.3509633575774664,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9961116589719128, 0.0030152376096026076], [-0.0025270052477323404, 0.9998244547960748]]"
BKS - Too Much,mixture,44.93611402760883,25.53335316168111,2.4511391953527126,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9904739922486098, 0.007794904852841567], [-0.007147971184257378, 1.0025962377185584]]"
Ben Carrigan - We'll Talk About It All Tonight,mixture,50.78865670927634,26.326831379580536,1.4214887239996168,"[[0.0, 0.0], [0.0, 0.0]]","[[0.995658311829647, 0.0031728179569533816], [-0.001466143151401326, 0.999556555126665]]"
Bobby Nobody - Stitch Up,mixture,48.528523064113784,27.0487856421504,1.7861615619399394,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9903742404193312, 0.008883054413605228], [-0.003778325231688578, 1.0015464111417751]]"
Buitraker - Revo X,mixture,40.24390248495929,26.64170276300681,2.583876109085617,"[[0.0, 0.0], [0.0, 0.0]]","[[0.9861694346456248, 0.015706298670150262], [-0.012890122651646702, 1.0072979403831246]]"
Carlos Gonzalez - A Place For Us,mixture,47.99159677823299,24.372911532327816,2.3860337258349884,"[[0.0, 0.0], [0.0, 0.0]]","[[0.99657930492871, -0.0011049943737598434], [-0.0010033482338952136, 0.9965280316144703]]"
